Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Jeremy Dudziak\5a8d6540,tn TUN,MFFW,Greuther Fürth,25,1995,12.6,1,0,0,14,27,3,23,16,13,2,0,0,Matches
Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,29,1992,5.3,1,0,0,3,7,0,13,11,6,0,0,0,Matches
Maximilian Eggestein\beb882a8,de GER,MF,Freiburg,24,1996,24.4,2,0,0,36,30,1,11,34,29,0,0,0,Matches
Lilian Egloff\2f7fec15,de GER,FWMF,Stuttgart,18,2002,0.3,0,0,0,2,0,0,0,0,1,0,0,0,Matches
Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,26,1995,7.6,2,0,0,15,19,0,16,17,14,0,0,0,Matches
Julian Eitschberger\943b9602,de GER,DF,Hertha BSC,17,2004,0.5,0,0,0,0,2,0,1,1,0,0,0,0,Matches
Jurgen Ekkelenkamp\73d6a176,nl NED,MFFW,Hertha BSC,21,2000,8,1,0,0,11,5,0,4,9,5,0,0,0,Matches
Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,24,1996,27,3,1,0,22,23,0,0,59,24,0,0,0,Matches
Breel Embolo\0b4f388a,ch SUI,FWMF,M'Gladbach,24,1997,24.1,3,0,0,46,83,20,6,11,21,2,0,0,Matches
Keita Endo\1a83027b,jp JPN,MFFW,Union Berlin,23,1997,0.6,0,0,0,0,2,1,2,0,0,0,0,0,Matches
