Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Kian Hansen\18d226a9,dk DEN,DF,Nordsjælland,32,1989,22.2,1,0,0,6,9,1,5,20,8,,,0,Matches
Mads Hansen\f04a3092,dk DEN,FWMF,Nordsjælland,19,2002,11.6,0,0,0,3,11,9,38,1,2,,,0,Matches
Mads Hansen\f04a3092,dk DEN,MF,Midtjylland,19,2002,0.8,0,0,0,1,1,0,0,0,0,,,0,Matches
Mads Hansen\9e958fe2,dk DEN,MF,SønderjyskE,20,2001,0.3,0,0,0,1,1,0,0,0,0,,,0,Matches
Hallur Hansson\15032d57,fo FRO,MFFW,Vejle BK,29,1992,6,3,0,0,8,13,0,13,7,6,,,0,Matches
Sebastian Hausner\5ba8a86b,dk DEN,DF,AGF,21,2000,20.6,6,1,1,28,13,2,2,20,13,,,0,Matches
Simon Hedlund\5e167a35,se SWE,FWMF,Brøndby,28,1993,23.9,5,0,0,26,21,12,113,13,11,,,0,Matches
Henrik Heggheim\8a3aabc1,no NOR,DF,Brøndby,20,2001,11.4,3,1,0,15,8,0,1,31,15,,,0,Matches
Nicklas Helenius\ae3d2f47,dk DEN,FW,Silkeborg,30,1991,28,2,0,0,16,31,14,7,9,11,,,0,Matches
Mads Hermansen\c924b17d,dk DEN,GK,Brøndby,21,2000,29,0,0,0,1,5,0,1,1,2,,,0,Matches
Heron\fa94d227,br BRA,DFMF,Vejle BK,20,2000,9.9,1,0,0,7,7,0,16,9,9,,,0,Matches
Lundrim Hetemi\ab803f01,dk DEN,MF,Vejle BK,21,2000,11.5,2,0,0,15,26,0,4,16,16,,,0,Matches
Malthe Hojholt\b52b9079,dk DEN,MF,Aalborg,20,2001,25.5,8,0,0,33,25,1,18,29,50,,,0,Matches
Emil Holm\c2357b65,se SWE,DFMF,SønderjyskE,21,2000,23.7,8,0,0,37,36,3,70,40,36,,,0,Matches
Martin Huldahl\d0e1ff00,dk DEN,FW,Viborg,16,2004,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
Daniel Høegh\01204d46,dk DEN,DF,Midtjylland,30,1991,16.8,3,0,0,20,12,0,0,27,13,,,0,Matches
Rasmus Højlund\491a433d,dk DEN,FW,FC Copenhagen,18,2003,3.4,1,0,0,4,1,1,0,0,0,,,0,Matches
Hans Høllsberg\1b98ca74,dk DEN,MF,Vejle BK,19,2002,8,1,0,0,10,2,0,4,15,13,,,0,Matches
Tarik Ibrahimagic\92cb1457,dk DEN,MF,Odense,20,2001,0.4,0,0,0,0,1,0,1,0,2,,,0,Matches
Frederik Ibsen\95827107,dk DEN,DF,Brøndby,21,1999,0.5,0,0,0,0,1,0,0,3,0,,,0,Matches
Frederik Ihler\91557c73,dk DEN,FW,AGF,18,2003,0.8,0,0,0,0,0,0,0,0,1,,,0,Matches
Gustav Isaksen\5715bb71,dk DEN,FWMF,Midtjylland,20,2001,21.5,0,0,0,15,50,9,54,10,7,,,0,Matches
Mihajlo Ivan?evi?\144c84e6,rs SRB,DF,Odense,22,1999,7.1,2,0,0,6,9,0,1,6,5,,,0,Matches
Jens Jakob Thomasen\0746dbd1,dk DEN,MF,Odense,25,1996,24.4,6,0,0,34,23,0,38,33,40,,,0,Matches
Manjrekar James\40676b27,ca CAN,DF,Vejle BK,27,1993,11.6,4,0,0,9,5,1,0,15,9,,,0,Matches
Alassana Jatta\43375c57,gm GAM,FW,Viborg,22,1999,6.4,0,0,0,6,3,5,1,2,4,,,0,Matches
Issam Jebali\4b751020,tn TUN,MFFW,Odense,29,1991,20.8,5,1,1,47,36,7,69,7,25,,,0,Matches
Elias Jelert\213f0daf,dk DEN,DF,FC Copenhagen,18,2003,4.9,0,0,0,2,5,1,6,6,7,,,0,Matches
Isak Jensen\471c3240,dk DEN,FWMF,SønderjyskE,17,2003,6.5,1,0,0,7,13,1,16,1,5,,,0,Matches
Lucas Jensen\157fd991,dk DEN,FW,Vejle BK,26,1994,1.2,0,0,0,1,1,0,4,1,0,,,0,Matches
Oliver Jensen\53e442e2,dk DEN,MF,Midtjylland,19,2002,0.5,0,0,0,1,0,0,1,1,1,,,0,Matches
Valdemar Jensen\cd1629bc,dk DEN,DF,FC Copenhagen,18,2003,0.2,0,0,0,1,0,0,0,1,0,,,0,Matches
Victor Jensen\706a337d,dk DEN,DF,Midtjylland,17,2003,0.5,0,0,0,1,1,0,0,2,2,,,0,Matches
Milan Jevtovi?\34bf7740,rs SRB,FW,AGF,28,1993,0,0,0,0,0,1,0,0,0,0,,,0,Matches
Ísak Jóhannesson\c16c4e3b,is ISL,MFFW,FC Copenhagen,18,2003,5.9,2,0,0,6,6,2,10,4,11,,,0,Matches
Alexander Juel Andersen\02ee8a6f,dk DEN,DF,Odense,30,1991,14.8,1,0,0,10,5,0,3,21,6,,,0,Matches
Jesper Juelsgård\28ab6d0d,dk DEN,DF,AGF,32,1989,0.8,1,0,0,1,0,0,3,2,0,,,0,Matches
Juninho\72c01cfb,br BRA,DF,Midtjylland,25,1995,13.8,1,0,0,7,11,1,1,18,25,,,0,Matches
Nicolai Jørgensen\dff19848,dk DEN,FW,FC Copenhagen,30,1991,3.8,1,0,0,5,2,4,0,2,3,,,0,Matches
Sebastian Jørgensen\d796974b,dk DEN,FWMF,Silkeborg,21,2000,26.4,1,0,0,7,16,3,68,15,13,,,0,Matches
Anders K. Jacobsen\37753247,dk DEN,FW,SønderjyskE,31,1989,4.8,1,0,0,4,1,3,1,0,0,,,0,Matches
Mads Kaalund\4136671a,dk DEN,MF,Silkeborg,24,1996,4.8,2,0,0,7,5,0,6,6,7,,,0,Matches
Joel Kabongo\3b1a8a71,dk DEN,DF,Randers,23,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Bashkim Kadrii\f6bb360b,dk DEN,FW,Odense,30,1991,15.9,1,0,0,6,6,10,23,2,4,,,0,Matches
Eric Kahl\e44381c2,se SWE,DFMF,AGF,19,2001,20.9,3,0,0,23,14,0,97,32,19,,,0,Matches
Mikkel Kallesøe\5040fb79,dk DEN,DF,Randers,24,1997,14.1,4,0,0,16,9,0,59,29,18,,,0,Matches
Alhaji Kamara\8846f47e,sl SLE,FW,Randers,27,1994,8.3,3,0,0,27,9,11,0,2,3,,,0,Matches
Pierre Kanstrup\97a63f1e,dk DEN,DF,SønderjyskE,32,1989,1.3,0,0,0,0,0,0,0,2,1,,,0,Matches
Mamoudou Karamoko\23a10591,fr FRA,MF,FC Copenhagen,22,1999,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches
Tosin Kehinde\bb8eb607,ng NGA,MFFW,Randers,23,1998,23.3,4,0,0,16,25,12,71,21,32,,,0,Matches
Davit Khocholava\862fa9fb,ge GEO,DF,FC Copenhagen,28,1993,20.2,10,0,0,22,4,0,1,40,18,,,0,Matches
Joel King\33803829,au AUS,DF,Odense,20,2000,10.3,1,0,0,7,3,0,37,11,10,,,0,Matches
Anders Klynge\bef3d795,dk DEN,MFFW,Silkeborg,20,2000,20.6,0,0,0,15,13,2,32,17,29,,,0,Matches
Tobias Klysner\d18abeca,dk DEN,MFDF,Randers,20,2001,9.3,0,0,0,9,4,5,21,7,14,,,0,Matches
Troels Kløve\c26d24a3,dk DEN,MFFW,Odense,30,1990,10.9,2,0,0,15,19,0,6,15,17,,,0,Matches
Magnus Kofod Andersen\a4731ebc,dk DEN,MF,Nordsjælland,22,1999,26.7,3,0,0,21,17,1,47,26,18,,,0,Matches
Marius Kolind\74e31254,dk DEN,FW,Vejle BK,19,2002,0.5,1,0,0,1,0,0,1,0,0,,,0,Matches
Denis Kolinger\991e3719,hr CRO,DF,Vejle BK,27,1994,28.4,9,0,0,39,12,2,5,58,37,,,0,Matches
Björn Kopplin\a77b5db5,de GER,DF,Randers,32,1989,27.1,5,0,0,22,16,1,84,52,31,,,0,Matches
Emil Kornvig\35271c4d,dk DEN,MF,SønderjyskE,21,2000,15.2,4,0,0,35,34,2,15,14,15,,,0,Matches
Lars Kramer\239cbe00,nl NED,DF,Viborg,22,1999,20.3,5,2,1,22,3,0,1,23,19,,,0,Matches
Thomas Kristensen\fadf9a05,dk DEN,DF,AGF,19,2002,8.1,1,0,0,7,3,0,2,10,3,,,0,Matches
Kristófer Kristinsson\57190c2a,is ISL,FW,SønderjyskE,22,1999,7.4,1,0,0,7,16,4,0,1,7,,,0,Matches
Willy Kumado\291b879c,,DF,Nordsjælland,,,0.5,0,0,0,1,1,0,2,0,0,,,0,Matches
Dawid Kurminowski\94d166d4,pl POL,FW,AGF,22,1999,10.7,0,0,0,22,7,4,1,1,1,,,0,Matches
Kasper Kusk\e4fcb211,dk DEN,MFFW,Aalborg,29,1991,14.1,0,0,0,9,9,3,92,7,8,,,0,Matches
Mathias Kvistgaarden\49df363f,dk DEN,FW,Brøndby,19,2002,8.4,1,0,0,15,30,8,8,3,6,,,0,Matches
Kasper Larsen\d07de91d,dk DEN,DF,Odense,28,1993,21.3,5,0,0,11,7,0,1,21,3,,,0,Matches
Nicolai Larsen\49fcd7b8,dk DEN,GK,Silkeborg,30,1991,31,1,0,0,0,2,0,0,0,1,,,0,Matches
Frederik Lauenborg\5cc9caa1,dk DEN,MF,Randers,24,1997,19.7,2,0,0,19,16,0,20,51,36,,,0,Matches
Jesper Lauridsen\c5f6f7d9,dk DEN,DF,Randers,30,1991,4.8,2,0,0,4,3,1,33,8,8,,,0,Matches
Mads Lauritsen\5a5c015e,dk DEN,DF,Viborg,28,1993,26.1,8,1,1,27,11,0,0,31,19,,,0,Matches
