Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Mads Døhr Thychosen\29e298a8,dk DEN,DFMF,Midtjylland,24,1997,10.3,1,0,0,5,8,1,4,10,12,,,0,Matches
Marvin Egho\7764b2fc,at AUT,FW,Randers,27,1994,5.8,1,0,0,12,6,3,1,5,3,,,0,Matches
Anosike Ementa\fbe39f7e,dk DEN,FW,Aalborg,19,2002,1.3,1,0,0,9,0,0,0,1,1,,,0,Matches
Dimitrios Emmanouilidis\5ac5fcab,gr GRE,FWMF,Vejle BK,20,2000,10.8,1,0,0,5,10,8,33,1,5,,,0,Matches
Lukas Engel\aedaf328,dk DEN,DF,Silkeborg,22,1998,13.8,1,0,0,10,8,1,41,13,17,,,0,Matches
Lukas Engel\aedaf328,dk DEN,MFFW,Vejle BK,22,1998,9.6,1,0,0,2,4,4,28,15,11,,,0,Matches
Mads Enggaard\f95dc7a4,dk DEN,MF,Randers,17,2004,1.6,0,0,0,3,1,0,1,1,4,,,0,Matches
Julius Eskesen\35753f28,dk DEN,MFFW,SønderjyskE,22,1999,6.5,0,0,0,4,8,0,8,9,7,,,0,Matches
Evander\4352d221,br BRA,MF,Midtjylland,23,1998,26,2,1,0,25,31,5,107,33,41,,,0,Matches
Saeid Ezatolahi\314d95ac,ir IRN,MF,Vejle BK,24,1996,10,5,0,0,22,8,0,6,19,14,,,0,Matches
Wahidullah Faghir\93c9e7d9,dk DEN,FW,Vejle BK,18,2003,7,2,0,0,3,14,1,0,0,2,,,0,Matches
Rasmus Falk\762179d9,dk DEN,MF,FC Copenhagen,29,1992,20.2,3,0,0,10,33,1,12,54,23,,,0,Matches
Oskar Fallenius\7004c558,se SWE,FW,Brøndby,19,2001,0.3,0,0,0,0,0,0,0,1,1,,,0,Matches
Andri Fannar Baldursson\61f2f56a,is ISL,MF,FC Copenhagen,19,2002,0.5,1,0,0,2,1,0,0,1,1,,,0,Matches
Joel Felix\b644e40d,dk DEN,DF,Silkeborg,23,1998,15.8,2,0,0,9,3,0,1,28,17,,,0,Matches
Max Fenger\c39080f7,dk DEN,FWMF,Odense,19,2001,18.2,0,0,0,21,27,4,1,5,10,,,0,Matches
Pedro Ferreira\fb39d792,pt POR,MF,Aalborg,23,1998,13.3,9,1,1,31,8,0,9,41,24,,,0,Matches
Bård Finne\78699620,no NOR,FWMF,SønderjyskE,26,1995,0,0,0,0,0,0,0,0,1,0,,,0,Matches
Nicolai Flø\ef0ea1ab,dk DEN,GK,SønderjyskE,25,1995,8,0,0,0,0,0,0,0,0,0,,,0,Matches
Adama Fofana\1754914f,ci CIV,MF,Vejle BK,20,2001,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Iver Fossum\ce218223,no NOR,MF,Aalborg,25,1996,28.7,1,1,0,21,15,9,129,26,29,,,0,Matches
Oscar Fraulo\458e3479,dk DEN,MF,Midtjylland,17,2003,0.2,1,0,0,2,1,0,1,0,0,,,0,Matches
Emil Frederiksen\0639e42e,dk DEN,FWMF,SønderjyskE,20,2000,15,1,0,0,11,28,3,55,14,12,,,0,Matches
Morten Frendrup\f4d60499,dk DEN,MF,Brøndby,20,2001,13.4,1,0,0,12,20,0,2,16,35,,,0,Matches
Martin Frese\b910e9c0,dk DEN,DFMF,Nordsjælland,23,1998,22.3,5,0,0,31,26,3,145,35,26,,,0,Matches
Christian Friedrich\85615790,dk DEN,DF,Brøndby,18,2003,0,0,0,0,0,0,0,0,0,1,,,0,Matches
Mads Frøkjær-Jensen\108e44ca,dk DEN,MF,Odense,22,1999,17.8,4,0,0,22,13,2,30,12,19,,,0,Matches
Anton Gaaei\6f7d7bc2,dk DEN,FW,Viborg,18,2002,2.1,1,0,0,3,0,0,10,0,2,,,0,Matches
Ruben Gabrielsen\9e64fc85,no NOR,DF,FC Copenhagen,29,1992,2.4,0,0,0,1,2,0,0,2,1,,,0,Matches
Jose Gallegos\1141c543,us USA,MFFW,SønderjyskE,19,2001,6.9,0,0,0,6,4,0,1,2,6,,,0,Matches
Christian Gammelgaard\67c22de2,dk DEN,FW,Vejle BK,18,2003,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches
Stefan Gartenmann\62f7c156,dk DEN,DF,SønderjyskE,24,1997,31,4,0,0,14,33,2,19,66,39,,,0,Matches
Alex Gersbach\494bff86,au AUS,DF,AGF,24,1997,0.4,0,0,0,1,2,0,0,1,0,,,0,Matches
Robert Gojani\65465292,se SWE,MF,Silkeborg,28,1992,16.2,1,1,0,20,20,0,23,16,25,,,0,Matches
Lorenzo Gordinho\79be9ee9,za RSA,DF,Viborg,27,1994,2.9,2,0,0,3,1,1,0,3,1,,,0,Matches
Kamil Grabara\62182b1d,pl POL,GK,FC Copenhagen,22,1999,32,3,0,0,1,4,0,0,2,0,,,0,Matches
Daniel Granli\76ccbee2,no NOR,DFMF,Aalborg,27,1994,24.1,5,0,0,19,7,0,14,48,21,,,0,Matches
Simon Graves Jensen\b1027206,dk DEN,DF,Randers,22,1999,18.6,4,1,1,11,15,0,0,27,20,,,1,Matches
Mads Greve\5c2f10f6,dk DEN,DF,Vejle BK,31,1989,1.9,0,0,0,0,3,0,0,3,2,,,0,Matches
Mathias Greve\98ca4feb,dk DEN,MFFW,Brøndby,26,1995,10.3,1,0,0,10,6,1,4,6,13,,,0,Matches
Mathias Greve\98ca4feb,dk DEN,MF,Randers,26,1995,2.7,1,0,0,3,6,0,5,3,4,,,0,Matches
Albert Gronbaek Erlykke\0da5076f,dk DEN,MFFW,AGF,20,2001,21.9,4,0,0,27,42,3,34,21,34,,,0,Matches
Jay-Roy Grot\9a8241af,nl NED,FW,Viborg,23,1998,17.7,2,0,0,28,11,9,16,11,5,,,0,Matches
Sten Grytebust\c9f11454,no NOR,GK,Vejle BK,31,1989,10,0,0,0,1,0,0,0,0,0,,,0,Matches
Jeppe Grønning\b289970e,dk DEN,MF,Viborg,30,1991,25.1,7,0,0,48,23,0,5,42,53,,,0,Matches
Sebastian Grønning\8da24e7d,dk DEN,FW,Viborg,24,1997,15.7,3,0,0,26,21,10,6,3,7,,,0,Matches
Thomas Gundelund\c29b12a0,dk DEN,DFMF,Vejle BK,19,2001,5.1,1,0,0,4,5,1,7,6,7,,,0,Matches
Eduardo Dos Santos Haesler\1b9a46d1,de GER,GK,Nordsjælland,22,1999,5,0,0,0,0,1,0,0,0,0,,,0,Matches
Anders Hagelskjær\5c550ee1,dk DEN,DF,Aalborg,24,1997,20.7,6,0,0,17,12,0,18,39,24,,,0,Matches
Lucas Hägg-Johansson\0e014062,se SWE,GK,Vejle BK,27,1994,1,0,0,0,0,0,0,0,0,0,,,0,Matches
Vito Hammershøy-Mistrati\35676d63,dk DEN,MFFW,Randers,29,1992,27.3,1,0,0,17,14,4,140,26,23,,,0,Matches
Marcus Hannesbo\f5bc3524,dk DEN,MF,Aalborg,19,2002,2.1,0,0,0,4,2,0,5,6,1,,,0,Matches
Andreas Hansen\5a98a7bd,dk DEN,GK,Nordsjælland,25,1995,15,1,0,0,0,2,0,0,0,0,,,0,Matches
Casper Hansen\c852f996,dk DEN,FW,Aalborg,19,2002,1.4,0,0,0,1,3,0,3,2,2,,,0,Matches
Jesper Hansen\a3b952f8,dk DEN,GK,AGF,36,1985,31,0,0,0,0,6,0,0,1,0,,,1,Matches
