Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Duplexe Tchamba\75926036,cm CMR,DF,SønderjyskE,23,1998,26,20,1911,21.2,2,0,2,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
Søren Tengstedt\3476496c,dk DEN,FW,AGF,21,2000,2,0,14,0.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Søren Tengstedt\3476496c,dk DEN,FW,Silkeborg,21,2000,21,1,312,3.5,2,1,2,0,0,0,0,0.58,0.29,0.87,0.58,0.87,Matches
Rasmus Thelander\c4cf42db,dk DEN,DF,Aalborg,30,1991,27,27,2427,27,3,0,3,0,0,5,1,0.11,0,0.11,0.11,0.11,Matches
Lawrence Thomas\14667592,au AUS,GK,SønderjyskE,29,1992,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nicolaj Thomsen\e2bf2abc,dk DEN,MF,SønderjyskE,28,1993,14,11,939,10.4,1,3,1,0,0,2,1,0.1,0.29,0.38,0.1,0.38,Matches
Simon Tibbling\5f8aecce,se SWE,MF,Randers,26,1994,26,15,1173,13,0,2,0,0,0,6,0,0,0.15,0.15,0,0.15,Matches
Frederik Tingager\41a6985e,dk DEN,DF,AGF,28,1993,24,17,1571,17.5,2,0,2,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
Victor Torp\e8cc2cbb,dk DEN,MF,Midtjylland,22,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aleksandar Trajkovski\84bba8b6,mk MKD,FW,Aalborg,28,1992,7,3,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin Tshiembe\fdae8b47,dk DEN,DF,Brøndby,24,1997,19,17,1488,16.5,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
Jeppe Tverskov\898b9fd1,dk DEN,DFMF,Odense,28,1993,26,25,2248,25,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
Mikael Uhre\be84c466,dk DEN,FW,Brøndby,26,1994,16,15,1193,13.3,11,1,11,0,0,1,0,0.83,0.08,0.91,0.83,0.91,Matches
Nicolai Vallys\d40fd89d,dk DEN,FWMF,Silkeborg,24,1996,32,31,2786,31,10,10,10,0,0,3,0,0.32,0.32,0.65,0.32,0.65,Matches
Denis Vavro\08990838,sk SVK,DF,FC Copenhagen,25,1996,14,14,1259,14,1,1,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches
William Vick\731302dc,dk DEN,MFFW,FC Copenhagen,18,2003,26,15,1266,14.1,2,3,2,0,0,0,0,0.14,0.21,0.36,0.14,0.36,Matches
Peter Vindahl Jensen\7b433ed0,dk DEN,GK,Nordsjælland,23,1998,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rasmus Vinderslev\4429b651,dk DEN,MFDF,SønderjyskE,23,1997,27,12,1253,13.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kasper Waarst Høgh\a99ea089,dk DEN,FWMF,Aalborg,20,2000,15,4,581,6.5,3,0,3,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
Leo Walta\a0d23533,fi FIN,MF,Nordsjælland,18,2003,14,2,397,4.4,0,1,0,0,0,2,0,0,0.23,0.23,0,0.23,Matches
Rasmus Wikström\1f050b89,se SWE,DF,Brøndby,20,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kamil Wilczek\8513b4e6,pl POL,FW,FC Copenhagen,33,1988,6,3,288,3.2,1,0,1,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
Jack Wilshere\9c318325,eng ENG,MF,AGF,29,1992,14,7,702,7.8,0,1,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
Jonas Wind\2077ae86,dk DEN,FW,FC Copenhagen,22,1999,16,15,1293,14.4,6,2,5,1,1,3,0,0.42,0.14,0.56,0.35,0.49,Matches
Maxwell Woledzi\2b8798a6,gh GHA,DF,Nordsjælland,20,2001,14,4,556,6.2,0,1,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
Arthur Yamga\77f55dd8,cm CMR,DF,Vejle BK,24,1996,7,5,501,5.6,0,1,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
Jan Žamb?rek\395880a4,cz CZE,MF,Viborg,20,2001,13,3,355,3.9,0,1,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
Zeca\f15b778f,gr GRE,MF,FC Copenhagen,32,1988,11,11,911,10.1,1,1,1,0,0,4,0,0.1,0.1,0.2,0.1,0.2,Matches
Guðmundur Þórarinsson\ded30989,is ISL,MFDF,Aalborg,29,1992,6,4,356,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stefán Þórðarson\ed9daa96,is ISL,MF,Silkeborg,22,1998,28,19,1529,17,2,2,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches
Aron Þrándarson\6175499e,is ISL,MF,Odense,26,1994,22,17,1554,17.3,0,2,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
Luka ?or?evi?\ea0cc5c5,me MNE,FW,Vejle BK,27,1994,20,11,993,11,5,0,5,0,0,1,0,0.45,0,0.45,0.45,0.45,Matches
