Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Bayéré Junior Loué\fbd12242,ci CIV,FW,Hammarby,20,2001,0.8,0,1,0,0,1.2,0,0,,,0,0,Matches
Elliot Käck\e8f80c49,se SWE,DF,Djurgården,31,1989,28,0,28,1,3.6,1,0.04,0,0,,0,0,Matches
Eric Kahl\e44381c2,se SWE,DF,AIK Stockholm,19,2001,2.1,0,2,0,0,0.96,0,0,,,0,0,Matches
Yahya Kalley\b1120985,se SWE,DF,Göteborg,19,2001,3.2,0,1,1,100,0.31,0.31,0,0,,0,0,Matches
Sadat Karim\caae2e5c,gh GHA,FW,Halmstad,29,1991,21.5,5,51,17,33.3,2.37,0.79,0.1,0.29,,0,0,Matches
Johan Karlsson\03ee1876,se SWE,MFDF,Sirius,23,1997,7.7,1,11,4,36.4,1.42,0.52,0.09,0.25,,0,0,Matches
Per Karlsson\766caf38,se SWE,DF,AIK Stockholm,35,1986,2.3,0,1,0,0,0.44,0,0,,,0,0,Matches
Tobias Karlsson\29f54da0,se SWE,DFMF,Häcken,25,1995,19,0,2,1,50,0.11,0.05,0,0,,0,0,Matches
Victor Karlsson\a1e70080,se SWE,FWMF,Varberg,19,2001,6.7,2,17,8,47.1,2.55,1.2,0.12,0.25,,0,0,Matches
Aly Keita\92c62328,gn GUI,GK,Östersund,34,1986,23.2,0,0,0,,0,0,,,,0,0,Matches
Abdul Khalili\668c0227,se SWE,MF,Hammarby,28,1992,9.3,4,14,8,57.1,1.5,0.86,0.21,0.38,,1,1,Matches
Kristoffer Khazeni\8b2e1b87,se SWE,MFFW,Norrköping,25,1995,10,1,20,8,40,2.01,0.8,0.05,0.13,,0,0,Matches
Daan Klinkenberg\5c48912b,nl NED,DF,Mjällby,25,1996,5.7,0,4,1,25,0.7,0.18,0,0,,0,0,Matches
Jonas Knudsen\ec48abb1,dk DEN,DF,Malmö,28,1992,11.5,1,5,1,20,0.43,0.09,0.2,1,,0,0,Matches
Enoch Kofi Adu\8f43c32d,gh GHA,MF,Mjällby,30,1990,10.1,0,5,1,20,0.49,0.1,0,0,,0,0,Matches
Adnan Kojic\e6b1eef7,se SWE,DF,Varberg,25,1995,0.2,0,0,0,,0,0,,,,0,0,Matches
Christian Kouakou\32f1bc0f,se SWE,FW,Sirius,25,1995,28.2,12,78,30,38.5,2.77,1.07,0.14,0.37,,1,1,Matches
Patrick Kpozo\50385760,gh GHA,DFMF,Östersund,23,1997,28.2,2,30,6,20,1.06,0.21,0.07,0.33,,0,0,Matches
Anton Kralj\d935c83b,se SWE,MF,Degerfors,22,1998,14.8,0,10,1,10,0.68,0.07,0,0,,0,0,Matches
Mergim Krasniqi\c26f9d5a,se SWE,GK,Örebro,28,1992,7,0,0,0,,0,0,,,,0,0,Matches
Daniel Krezic\1fdbc6b7,mk MKD,MF,Varberg,24,1996,0.3,0,1,0,0,3.6,0,0,,,0,0,Matches
Ivan Kri?ak\1f490a0c,rs SRB,DF,Mjällby,24,1996,21.8,0,7,2,28.6,0.32,0.09,0,0,,0,0,Matches
Samuel Kroon\1ff9d55f,se SWE,MF,Halmstad,24,1996,19.5,2,40,14,35,2.05,0.72,0.05,0.14,,0,1,Matches
Simon Kroon\b9f1813f,se SWE,MFFW,Östersund,27,1993,6.8,1,8,4,50,1.18,0.59,0.13,0.25,,0,0,Matches
Emir Kujovi?\f120942c,se SWE,FW,Djurgården,32,1988,2,0,14,3,21.4,7.04,1.51,0,0,,0,0,Matches
Des Kunst\a53e8fce,nl NED,FWMF,Varberg,21,1999,4,0,5,2,40,1.25,0.5,0,0,,0,0,Matches
Edvin Kurtulus\5b136c33,xk KVX,DF,Halmstad,20,2000,26.5,0,18,4,22.2,0.68,0.15,0,0,,0,0,Matches
Manasse Kusu\b18a497e,se SWE,DF,Norrköping,19,2001,0.3,0,1,0,0,3.46,0,0,,,0,0,Matches
Gustaf Lagerbielke\9e39fa2d,se SWE,DF,Elfsborg,20,2000,0.9,0,0,0,,0,0,,,,0,0,Matches
Sebastian Lagerlund\3de5c9a7,se SWE,MF,Häcken,18,2002,0,0,0,0,,0,0,,,,0,0,Matches
Mayckel Lahdo\6b390f32,se SWE,FW,Hammarby,18,2002,1.5,0,6,1,16.7,4.06,0.68,0,0,,0,0,Matches
Karl Larson\5329a699,se SWE,MFDF,Sirius,29,1991,4.8,0,3,0,0,0.62,0,0,,,0,0,Matches
Eric Larsson\8474cb83,se SWE,DFMF,Malmö,29,1991,18.2,0,20,2,10,1.1,0.11,0,0,,0,0,Matches
Jake Larsson\f05d3bb0,se SWE,MFFW,Örebro,22,1999,9.9,1,31,11,35.5,3.12,1.11,0.03,0.09,,0,0,Matches
Johan Larsson\fe006f82,se SWE,DF,Elfsborg,30,1990,24.2,3,30,7,23.3,1.24,0.29,0.1,0.43,,0,0,Matches
Seb Larsson\b26efc36,se SWE,MF,AIK Stockholm,35,1985,24.5,3,28,10,35.7,1.14,0.41,0.07,0.2,,1,1,Matches
Luke Le Roux\e30117aa,za RSA,MF,Varberg,20,2000,18.8,0,12,5,41.7,0.64,0.27,0,0,,0,0,Matches
Jonathan Levi\abcfaa50,se SWE,FWMF,Norrköping,25,1996,21.9,2,55,19,34.5,2.51,0.87,0.02,0.05,,1,1,Matches
Oscar Lewicki\0c09c984,se SWE,MF,Malmö,28,1992,6.7,0,5,0,0,0.74,0,0,,,0,0,Matches
Anton Liljenbäck\bbc47841,se SWE,MFDF,Varberg,25,1995,20.7,1,19,4,21.1,0.92,0.19,0.05,0.25,,0,0,Matches
Lucas Lima\e6d8cd15,se SWE,FW,Norrköping,18,2002,1.2,1,3,1,33.3,2.55,0.85,0.33,1,,0,0,Matches
Axel Lindahl\eee8bff2,se SWE,MF,Degerfors,25,1995,9,1,4,3,75,0.44,0.33,0.25,0.33,,0,0,Matches
Erik Lindell\d2f41096,se SWE,MF,Degerfors,24,1996,17.1,0,9,1,11.1,0.53,0.06,0,0,,0,0,Matches
Rasmus Lindgren\5b18ad03,se SWE,DFMF,Häcken,36,1984,7.9,1,6,1,16.7,0.76,0.13,0.17,1,,0,0,Matches
Olle Lindh\27628e5a,se SWE,MF,Kalmar,17,2003,0,0,0,0,,0,0,,,,0,0,Matches
Joakim Lindner\62d86cad,se SWE,DF,Varberg,29,1991,29.6,1,27,13,48.1,0.91,0.44,0.04,0.08,,0,0,Matches
Jesper Löfgren\c02fedde,se SWE,DF,Djurgården,23,1997,14.5,1,8,1,12.5,0.55,0.07,0.13,1,,0,0,Matches
Henrik Löfkvist\5df150a5,se SWE,DF,Kalmar,25,1995,2.5,0,0,0,,0,0,,,,0,0,Matches
David Löfquist\ccbf0746,se SWE,MFFW,Mjällby,34,1986,17.8,0,36,6,16.7,2.03,0.34,0,0,,0,1,Matches
Gustav Ludwigson\585fe2f8,se SWE,FWMF,Hammarby,27,1993,27.8,11,63,28,44.4,2.27,1.01,0.17,0.39,,0,0,Matches
Stojan Luki?\02dd033c,ba BIH,GK,Varberg,41,1979,19,0,0,0,,0,0,,,,0,0,Matches
Marco Lund\9841dc99,dk DEN,DF,Norrköping,24,1996,22.3,0,9,0,0,0.4,0,0,,,0,0,Matches
Valgeir Lunddal Friðriksson\3945764e,is ISL,DF,Häcken,19,2001,2.7,0,0,0,,0,0,,,,0,0,Matches
Simon Lundevall\796d1e97,se SWE,MF,Halmstad,32,1988,11.5,0,16,3,18.8,1.39,0.26,0,0,,0,0,Matches
Mikael Lustig\54c9ed15,se SWE,DF,AIK Stockholm,34,1986,26.8,0,10,2,20,0.37,0.07,0,0,,0,0,Matches
Samir Maarouf\ae5ecaf7,se SWE,MF,Häcken,20,2001,1,0,2,0,0,2.07,0,0,,,0,0,Matches
Montader Madjed\048293db,se SWE,FW,Varberg,15,2005,0.5,0,1,0,0,2,0,0,,,0,0,Matches
Isak Magnusson\2015ff07,se SWE,FW,Kalmar,22,1998,1.8,0,6,1,16.7,3.42,0.57,0,0,,0,0,Matches
Richard Magyar\61e6f01e,se SWE,DF,Hammarby,29,1991,10.4,1,4,2,50,0.38,0.19,0.25,0.5,,0,0,Matches
Neftali Manzambi\da2ced9c,ao ANG,MF,Mjällby,23,1997,0.5,0,2,0,0,4.39,0,0,,,0,0,Matches
Nicklas Maripuu\873155c4,se SWE,MF,Degerfors,28,1992,0.6,0,0,0,,0,0,,,,0,0,Matches
Johan Mårtensson\f160aad8,se SWE,MF,Örebro,31,1989,20.9,1,5,2,40,0.24,0.1,0.2,0.5,,0,0,Matches
Philip Mårtensson\666bba9d,se SWE,GK,Varberg,27,1993,6,0,0,0,,0,0,,,,0,0,Matches
Marcus Mathisen\221a1641,dk DEN,DFMF,Sirius,24,1996,27,2,28,12,42.9,1.04,0.44,0.07,0.17,,0,0,Matches
Aljoša Matko\9cac2edf,si SVN,FWMF,Hammarby,20,2000,5.1,2,11,5,45.5,2.15,0.98,0.18,0.4,,0,0,Matches
Tashreeq Matthews\fd18e7a1,za RSA,FWMF,Varberg,20,2000,21.1,5,43,16,37.2,2.04,0.76,0.12,0.31,,0,0,Matches
Christopher McVey\149d8165,se SWE,DF,Elfsborg,23,1997,18,0,7,1,14.3,0.39,0.06,0,0,,0,0,Matches
Agon Mehmeti\1a79bd22,al ALB,FW,Örebro,31,1989,7.8,4,16,9,56.3,2.05,1.15,0.25,0.44,,0,0,Matches
Gideon Mensah\708ee0c0,gh GHA,MFDF,Varberg,20,2000,12.5,0,4,1,25,0.32,0.08,0,0,,0,0,Matches
Samuel Mensiro\1a97dc06,gh GHA,DFMF,Östersund,31,1989,18.4,0,7,3,42.9,0.38,0.16,0,0,,0,0,Matches
Noel Milleskog\efd84678,se SWE,FWMF,Örebro,18,2002,3.5,0,15,7,46.7,4.26,1.99,0,0,,0,0,Matches
Alexander Miloševi?\2f065e3a,se SWE,DF,AIK Stockholm,29,1992,26.2,3,24,8,33.3,0.92,0.31,0.13,0.38,,0,0,Matches
William Milovanovic\b3b7a592,se SWE,MF,Häcken,18,2002,0.1,0,1,1,100,8.18,8.18,0,0,,0,0,Matches
David Mitov Nilsson\34829444,mk MKD,GK,Sirius,30,1991,17,0,0,0,,0,0,,,,0,0,Matches
Nasiru Mohammed\082028fe,gh GHA,FWMF,Häcken,26,1994,0.5,0,0,0,,0,0,,,,0,0,Matches
Sixten Mohlin\534f7745,cv CPV,GK,Östersund,25,1996,6.8,0,0,0,,0,0,,,,0,0,Matches
Niklas Moisander\00844823,fi FIN,DF,Malmö,35,1985,6.8,0,3,0,0,0.44,0,0,,,0,0,Matches
Ryan Moon\9a712f78,za RSA,FWMF,Varberg,24,1996,15.1,7,36,16,44.4,2.38,1.06,0.17,0.38,,1,1,Matches
Albin Mörfelt\885b817b,se SWE,MFFW,Varberg,21,2000,3.5,1,12,5,41.7,3.39,1.41,0.08,0.2,,0,0,Matches
Mamudo Moro\79c65b89,gh GHA,FW,Mjällby,25,1995,9.1,6,29,10,34.5,3.18,1.1,0.21,0.6,,0,0,Matches
Nasiru Moro\3af81a69,gh GHA,DF,Örebro,24,1996,12.3,0,5,1,20,0.41,0.08,0,0,,0,0,Matches
Carlos Moros Garcia\defa2ae9,es ESP,DF,Mjällby,27,1993,16.2,1,11,2,18.2,0.68,0.12,0.09,0.5,,0,0,Matches
Ronald Mukiibi\b2f1fbd5,ug UGA,DF,Östersund,29,1991,6.4,2,4,2,50,0.62,0.31,0.5,1,,0,0,Matches
Adi Nalic\ad597bf7,ba BIH,MFFW,Malmö,23,1997,17.5,7,49,23,46.9,2.8,1.31,0.14,0.3,,0,0,Matches
Sebastian Nanasi\ce747d2a,se SWE,MFFW,Malmö,18,2002,6.6,1,9,3,33.3,1.37,0.46,0.11,0.33,,0,0,Matches
Marokhy Ndione\227691ea,se SWE,MFFW,Elfsborg,21,1999,10.7,5,32,15,46.9,3,1.41,0.13,0.27,,1,1,Matches
Nahom Netabay\fc5e209e,se SWE,MFFW,Sirius,26,1994,18.3,3,43,13,30.2,2.35,0.71,0.05,0.15,,1,1,Matches
Lasse Nielsen\06e5b0e4,dk DEN,DF,Malmö,33,1988,16.5,1,12,4,33.3,0.73,0.24,0.08,0.25,,0,0,Matches
Joel Nilsson\6e5e4890,se SWE,MF,Mjällby,26,1994,26.7,5,40,12,30,1.5,0.45,0.13,0.42,,0,0,Matches
Malkolm Nilsson\5662e81f,se SWE,GK,Halmstad,27,1993,29,0,0,0,,0,0,,,,0,0,Matches
Kristoffer Nordfeldt\78549904,se SWE,GK,AIK Stockholm,31,1989,14,0,0,0,,0,0,,,,0,0,Matches
Gustaf Norlin\f4b1ae84,se SWE,MF,Göteborg,24,1997,11.1,0,8,2,25,0.72,0.18,0,0,,0,0,Matches
Emin Nouri\b257f8b0,az AZE,DF,Kalmar,35,1985,1.1,0,1,0,0,0.95,0,0,,,0,0,Matches
Patrick Nwadike\b2cbe3ad,se SWE,DF,Sirius,22,1998,9,0,7,3,42.9,0.77,0.33,0,0,,0,0,Matches
Jesper Nyholm\ea8cf8bb,ph PHI,DF,Djurgården,27,1993,4.1,0,3,0,0,0.73,0,0,,,0,0,Matches
Christoffer Nyman\f9e3ef15,se SWE,FW,Norrköping,28,1992,9.7,5,35,13,37.1,3.6,1.34,0.14,0.38,,0,1,Matches
Ebenezer Ofori\a5d77c4e,gh GHA,MFDF,AIK Stockholm,25,1995,4.8,0,4,0,0,0.83,0,0,,,0,0,Matches
Phil Ofosu-Ayeh\57467297,gh GHA,DF,Halmstad,29,1991,0.2,0,0,0,,0,0,,,,0,0,Matches
Sebastian Ohlsson\335278f4,se SWE,DF,Degerfors,28,1992,28.2,0,17,1,5.9,0.6,0.04,0,0,,0,0,Matches
Jeppe Okkels\c3b0f15f,dk DEN,FWMF,Elfsborg,21,1999,23.1,8,54,28,51.9,2.34,1.21,0.15,0.29,,0,0,Matches
Joseph Okumu\039f1983,ke KEN,DF,Elfsborg,23,1997,6,0,4,0,0,0.67,0,0,,,0,0,Matches
Elias Olsson\f539f7b7,se SWE,DF,Kalmar,17,2003,2.5,0,3,0,0,1.19,0,0,,,0,0,Matches
Martin Olsson\2f72f79e,se SWE,DF,Häcken,32,1988,8.7,1,12,6,50,1.38,0.69,0.08,0.17,,0,0,Matches
Martin Olsson\2f72f79e,se SWE,DFMF,Malmö,32,1988,9.6,0,10,1,10,1.04,0.1,0,0,,0,0,Matches
Simon Olsson\0a4a1821,se SWE,MF,Elfsborg,23,1997,15.6,2,11,5,45.5,0.71,0.32,0.18,0.4,,0,0,Matches
Tim Olsson\8167c62f,se SWE,DF,Sirius,16,2004,0.1,0,0,0,,0,0,,,,0,0,Matches
Jacob Ondrejka\752e09ed,se SWE,MF,Elfsborg,18,2002,8.9,3,30,12,40,3.37,1.35,0.1,0.25,,0,0,Matches
Jacob Ortmark\e8f5c328,se SWE,MFFW,Sirius,23,1997,25.5,4,57,15,26.3,2.23,0.59,0.07,0.27,,0,0,Matches
Aziz Ouattara\d26727b4,ci CIV,MFDF,Hammarby,20,2001,16.4,2,22,3,13.6,1.34,0.18,0.09,0.67,,0,0,Matches
Kalpi Ouattara\e15637d9,ci CIV,DF,Östersund,22,1998,0.2,0,0,0,,0,0,,,,0,0,Matches
Eric Ouma\0c9b07a7,ke KEN,DF,AIK Stockholm,24,1996,28.8,1,18,4,22.2,0.62,0.14,0.06,0.25,,0,0,Matches
David Ousted\28269907,dk DEN,GK,Hammarby,35,1985,21.2,0,1,0,0,0.05,0,0,,,0,0,Matches
Malte Påhlsson\cacfa97f,se SWE,GK,Halmstad,21,1999,1,0,0,0,,0,0,,,,0,0,Matches
Sotirios Papagiannopoulos\da617483,se SWE,DF,AIK Stockholm,30,1990,28.8,2,25,5,20,0.87,0.17,0.08,0.4,,0,0,Matches
Patrick\e0e410ae,br BRA,FW,Örebro,22,1998,1.5,0,3,0,0,1.97,0,0,,,0,0,Matches
Paulinho\b5b8cc43,br BRA,FW,Hammarby,34,1986,3.4,1,12,5,41.7,3.48,1.45,0.08,0.2,,0,0,Matches
Bjørn Paulsen\3f88e797,dk DEN,DF,Hammarby,29,1991,18.1,2,18,4,22.2,0.99,0.22,0.11,0.5,,0,0,Matches
Sergio Peña\eda8506a,pe PER,MF,Malmö,25,1995,6.5,0,10,2,20,1.55,0.31,0,0,,0,0,Matches
Nebiyou Perry\c8a92587,se SWE,FWMF,Östersund,21,1999,5.1,0,2,1,50,0.4,0.2,0,0,,0,0,Matches
Joakim Persson\8092f486,se SWE,FW,Sirius,18,2002,0.3,0,1,0,0,2.9,0,0,,,0,0,Matches
Noah Persson\8830d81d,se SWE,MF,Mjällby,17,2003,2.2,0,2,0,0,0.93,0,0,,,0,0,Matches
Adam Petersson\f94ed56a,se SWE,MF,Mjällby,20,2000,0.6,0,0,0,,0,0,,,,0,0,Matches
Ahmed Qasem\27219ecb,se SWE,MF,Elfsborg,17,2003,1.3,0,1,0,0,0.76,0,0,,,0,0,Matches
Haris Radetinac\76c24535,ba BIH,FWDF,Djurgården,35,1985,20.9,3,32,11,34.4,1.53,0.53,0.09,0.27,,0,0,Matches
Bojan Radulovic\cbeed9e6,rs SRB,FW,AIK Stockholm,21,1999,7.9,3,17,8,47.1,2.15,1.01,0.18,0.38,,0,0,Matches
Hákon Rafn Valdimarsson\7e76b78b,is ISL,GK,Elfsborg,19,2001,5,0,0,0,,0,0,,,,0,0,Matches
Adhavan Rajamohan\8282fc56,se SWE,FW,Degerfors,27,1993,0.8,0,5,2,40,6.08,2.43,0,0,,0,0,Matches
Erdal Rakip\e150254d,mk MKD,MF,Malmö,24,1996,17.1,2,30,9,30,1.75,0.53,0.07,0.22,,0,0,Matches
Theodore Rask\d73d430b,se SWE,DF,Norrköping,20,2000,2.7,0,3,2,66.7,1.1,0.73,0,0,,0,0,Matches
Lukas Rhöse\5c4da8de,se SWE,DF,Kalmar,20,2000,0.3,0,0,0,,0,0,,,,0,0,Matches
Søren Rieks\572498c7,dk DEN,MF,Malmö,33,1987,12.3,6,34,11,32.4,2.76,0.89,0.18,0.55,,0,0,Matches
Erik Ring\9bc48002,se SWE,MF,AIK Stockholm,18,2002,9.1,0,14,6,42.9,1.54,0.66,0,0,,0,0,Matches
Jonathan Ring\a9780d60,se SWE,FWMF,Kalmar,29,1991,25.7,8,77,29,37.7,3,1.13,0.09,0.24,,1,1,Matches
Sebastian Ring\cfe4071d,se SWE,DFMF,Kalmar,25,1995,27.2,3,19,5,26.3,0.7,0.18,0.16,0.6,,0,0,Matches
Jamie Roche\dbdbddb0,se SWE,DFMF,Sirius,19,2001,14.5,0,7,1,14.3,0.48,0.07,0,0,,0,0,Matches
Vladimir Rodi?\40c965a4,me MNE,MFDF,Hammarby,27,1993,11.7,1,23,8,34.8,1.96,0.68,0.04,0.13,,0,0,Matches
Filip Rogi?\57abcd1a,se SWE,MFDF,AIK Stockholm,27,1993,8.6,2,14,5,35.7,1.63,0.58,0.14,0.4,,0,0,Matches
Romário\596e48ce,br BRA,MF,Kalmar,35,1985,28.5,4,38,11,28.9,1.33,0.39,0.11,0.36,,0,0,Matches
Tim Rönning\8e833ce2,se SWE,GK,Elfsborg,21,1999,24.9,0,0,0,,0,0,,,,0,0,Matches
Otto Rosengren\1c6f0559,,MF,Mjällby,,,0.7,0,1,0,0,1.36,0,0,,,0,0,Matches
André Rømer\fa6d26d9,dk DEN,MF,Elfsborg,27,1993,26.1,1,15,6,40,0.58,0.23,0,0,,1,1,Matches
Sean Sabetkar\bdc92001,se SWE,DF,Degerfors,25,1995,21.8,0,8,1,12.5,0.37,0.05,0,0,,0,0,Matches
Filip Sachpekidis\08252569,se SWE,FWMF,Kalmar,23,1997,10.5,0,18,7,38.9,1.71,0.67,0,0,,0,0,Matches
Mohammed Saeid\49649775,er ERI,FW,Sirius,30,1990,4.1,1,2,1,50,0.49,0.25,0.5,1,,0,0,Matches
Abdelrahman Saidi\c456358e,se SWE,FWMF,Degerfors,21,1999,20.8,4,56,16,28.6,2.69,0.77,0.07,0.25,,0,0,Matches
Dino Salihovic\3be274de,se SWE,MF,Norrköping,18,2002,1.5,0,1,0,0,0.67,0,0,,,0,0,Matches
Justin Salmon\7edc50a0,lr LBR,MF,Degerfors,22,1999,4.1,0,2,0,0,0.49,0,0,,,0,0,Matches
Tobias Sana\52a7bcfe,se SWE,MFFW,Göteborg,31,1989,28.9,7,73,27,37,2.53,0.94,0.05,0.15,,3,5,Matches
Simon Sandberg\05b00fef,se SWE,DFMF,Hammarby,26,1994,16.5,1,4,1,25,0.24,0.06,0.25,1,,0,0,Matches
Amin Sarr\d5326924,se SWE,FW,Mjällby,19,2001,16.4,8,40,15,37.5,2.43,0.91,0.18,0.47,,1,1,Matches
Amin Sarr\d5326924,se SWE,FW,Malmö,19,2001,0.7,0,1,1,100,1.5,1.5,0,0,,0,0,Matches
Rasmus Schüller\0e624c72,fi FIN,MF,Djurgården,29,1991,23.6,0,34,7,20.6,1.44,0.3,0,0,,0,0,Matches
David Seger\9fad4bf0,se SWE,MFFW,Örebro,21,1999,21.4,1,37,5,13.5,1.73,0.23,0.03,0.2,,0,0,Matches
Astrit Seljmani\830a34ec,xk KVX,FW,Hammarby,23,1997,21.7,9,73,24,32.9,3.37,1.11,0.11,0.33,,1,1,Matches
Jerell Sellars\84bf4600,eng ENG,MFFW,Östersund,25,1995,6.7,0,17,0,0,2.55,0,0,,,0,0,Matches
Maic Sema\de78cee4,se SWE,FWMF,Norrköping,32,1988,7,2,16,4,25,2.27,0.57,0.13,0.5,,0,0,Matches
Laorent Shabani\4c8ad16c,se SWE,MFDF,Sirius,21,1999,20.2,1,22,6,27.3,1.09,0.3,0.05,0.17,,0,0,Matches
Noah Shamoun\cb75ed1e,se SWE,FWMF,Kalmar,18,2002,7.3,0,13,3,23.1,1.78,0.41,0,0,,0,0,Matches
Aimar Sher\ef301f96,se SWE,MF,Hammarby,18,2002,5.2,0,1,0,0,0.19,0,0,,,0,0,Matches
Kolbeinn Sigþórsson\adf825b9,is ISL,FW,Göteborg,30,1990,15.1,4,25,16,64,1.66,1.06,0.16,0.25,,0,0,Matches
Stefan Silva\86cad0e9,se SWE,MF,AIK Stockholm,30,1990,1.7,0,3,0,0,1.73,0,0,,,0,0,Matches
Taylor Silverholt\868b9f43,se SWE,FW,Mjällby,19,2001,1,0,5,2,40,5.06,2.02,0,0,,0,0,Matches
Robin Simovi?\4a4d38ca,se SWE,FW,Varberg,29,1991,15,3,23,8,34.8,1.54,0.53,0.13,0.38,,0,0,Matches
Axel Sjöberg\3774bc38,se SWE,MF,Hammarby,20,2000,0.7,0,0,0,,0,0,,,,0,0,Matches
Herman Sjögrell\f5ea4560,se SWE,FW,Sirius,19,2001,1.2,0,1,1,100,0.82,0.82,0,0,,0,0,Matches
Rasmus Sjöstedt\b8b8b314,se SWE,DF,Kalmar,28,1992,20.9,1,5,1,20,0.24,0.05,0.2,1,,0,0,Matches
Andreas Skovgaard\43664f05,dk DEN,DF,Örebro,23,1997,21.8,0,17,5,29.4,0.78,0.23,0,0,,0,0,Matches
Robin Söder\9ecca9b5,se SWE,FW,Göteborg,29,1991,3.2,2,10,6,60,3.17,1.9,0.2,0.33,,0,0,Matches
Noah Söderberg\23562628,se SWE,MF,Elfsborg,19,2001,1,0,0,0,,0,0,,,,0,0,Matches
Dean Solomons\7c5d5b61,za RSA,DF,Varberg,21,1999,0.1,0,0,0,,0,0,,,,0,0,Matches
Noah Sonko Sundberg\f18c0f1f,gm GAM,DF,Östersund,24,1996,23.8,1,12,2,16.7,0.5,0.08,0.08,0.5,,0,0,Matches
Isak Ssewankambo\d457def7,se SWE,MFDF,Östersund,24,1996,15.9,0,6,1,16.7,0.38,0.06,0,0,,0,0,Matches
Adam Ståhl\840207c9,se SWE,MFDF,Sirius,26,1994,17.7,4,20,13,65,1.13,0.73,0.2,0.31,,0,0,Matches
Oliver Stanisic\b884c338,se SWE,DF,Varberg,26,1994,22.8,5,8,6,75,0.35,0.26,0.63,0.83,,0,0,Matches
Nicolás Stefanelli\21a529cf,ar ARG,FWMF,AIK Stockholm,26,1994,24.6,12,88,29,33,3.58,1.18,0.14,0.41,,0,0,Matches
Johan Stenmark\a5a1a033,se SWE,DF,Kalmar,21,1999,8.2,1,7,5,71.4,0.85,0.61,0.14,0.2,,0,0,Matches
Malcolm Stolt\02bbfec2,se SWE,FWMF,Östersund,20,2000,10.2,1,17,5,29.4,1.67,0.49,0.06,0.2,,0,0,Matches
Simon Strand\2df964cf,se SWE,DF,Elfsborg,27,1993,25.3,0,24,3,12.5,0.95,0.12,0,0,,0,0,Matches
Tom Strannegard\e2da3e4e,se SWE,MFDF,AIK Stockholm,18,2002,4,1,2,1,50,0.5,0.25,0.5,1,,0,0,Matches
August Strömberg\db810c46,se SWE,GK,Varberg,28,1992,5,0,0,0,,0,0,,,,0,0,Matches
Yukiya Sugita\8f7e132f,jp JPN,FWMF,Sirius,27,1993,12.5,0,18,4,22.2,1.43,0.32,0,0,,0,0,Matches
Hannes Sveijer\3df2d5aa,se SWE,GK,Sirius,18,2002,4,0,0,0,,0,0,,,,0,0,Matches
Gustav Svensson\733713ef,se SWE,MF,Göteborg,33,1987,18.5,0,12,1,8.3,0.65,0.05,0,0,,0,0,Matches
Oskar Sverrisson\5354a2a3,is ISL,DF,Häcken,28,1992,4.9,0,2,1,50,0.41,0.2,0,0,,0,0,Matches
Williot Swedberg\184fe4b2,se SWE,MF,Hammarby,16,2004,8.4,2,20,4,20,2.38,0.48,0.1,0.5,,0,0,Matches
Edi Sylisufaj\dc84aa79,se SWE,FWMF,Sirius,20,2000,6.5,3,21,7,33.3,3.22,1.07,0.14,0.43,,0,0,Matches
Lars Sætra\40134a35,no NOR,DF,Kalmar,29,1991,27.8,0,13,6,46.2,0.47,0.22,0,0,,0,0,Matches
Jonathan Tamimi\bdd2c16c,jo JOR,MFDF,Degerfors,26,1994,5.4,0,7,2,28.6,1.29,0.37,0,0,,0,0,Matches
Franklin Tebo\b37c5951,ng NGA,DF,Häcken,21,2000,2,0,7,2,28.6,3.58,1.02,0,0,,0,0,Matches
Edvin Tellgren\d113077c,se SWE,DF,Norrköping,16,2005,0,0,0,0,,0,0,,,,0,0,Matches
Christopher Telo\35e05d5b,se SWE,MFDF,Norrköping,31,1989,7.7,0,4,0,0,0.52,0,0,,,0,0,Matches
Simon Thern\3933becd,se SWE,MF,Göteborg,28,1992,13.4,1,12,2,16.7,0.9,0.15,0.08,0.5,,0,0,Matches
Joona Toivio\2794a536,fi FIN,DF,Häcken,32,1988,22.6,1,13,4,30.8,0.58,0.18,0.08,0.25,,0,0,Matches
Ola Toivonen\de4fe7a2,se SWE,MFFW,Malmö,34,1986,5.7,0,8,4,50,1.41,0.71,0,0,,0,0,Matches
Jesper Tolinsson\1a5fa6a3,se SWE,DF,Göteborg,17,2003,7.8,0,3,0,0,0.38,0,0,,,0,0,Matches
Emil Töt Wikström\c5151b67,se SWE,MF,Halmstad,21,1999,13.9,1,35,11,31.4,2.52,0.79,0.03,0.09,,0,0,Matches
Robin Tranberg\c1ba89bf,se SWE,MFFW,Varberg,27,1993,15.8,1,18,5,27.8,1.14,0.32,0.06,0.2,,0,0,Matches
Jasse Tuominen\aaee68f1,fi FIN,FWMF,Häcken,25,1995,7,1,22,8,36.4,3.14,1.14,0.05,0.13,,0,0,Matches
Blair Turgott\2c272afa,jm JAM,FW,Östersund,26,1994,23.9,10,52,22,42.3,2.18,0.92,0.19,0.45,,0,0,Matches
Jacob Une Larsson\b45672e0,se SWE,DF,Djurgården,26,1994,26.4,3,11,4,36.4,0.42,0.15,0.27,0.75,,0,0,Matches
