Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Jonas Knudsen\ec48abb1,dk DEN,DF,Malmö,28,1992,11.5,2,0,0,7,4,1,33,17,6,,,0,Matches
Enoch Kofi Adu\8f43c32d,gh GHA,MF,Mjällby,30,1990,10.1,3,1,1,8,5,0,3,14,5,,,0,Matches
Adnan Kojic\e6b1eef7,se SWE,DF,Varberg,25,1995,0.2,0,0,0,0,1,0,1,1,0,,,0,Matches
Christian Kouakou\32f1bc0f,se SWE,FW,Sirius,25,1995,28.2,2,0,0,7,11,32,5,4,6,,,0,Matches
Patrick Kpozo\50385760,gh GHA,DFMF,Östersund,23,1997,28.2,4,1,1,25,23,8,79,73,27,,,0,Matches
Anton Kralj\d935c83b,se SWE,MF,Degerfors,22,1998,14.8,1,0,0,9,7,6,31,25,30,,,0,Matches
Mergim Krasniqi\c26f9d5a,se SWE,GK,Örebro,28,1992,7,1,0,0,0,2,0,0,0,0,,,0,Matches
Daniel Krezic\1fdbc6b7,mk MKD,MF,Varberg,24,1996,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
Ivan Kri?ak\1f490a0c,rs SRB,DF,Mjällby,24,1996,21.8,8,1,0,31,16,0,7,32,7,,,0,Matches
Samuel Kroon\1ff9d55f,se SWE,MF,Halmstad,24,1996,19.5,1,0,0,9,16,0,90,20,13,,,0,Matches
Simon Kroon\b9f1813f,se SWE,MFFW,Östersund,27,1993,6.8,1,0,0,6,9,0,11,3,1,,,0,Matches
Emir Kujovi?\f120942c,se SWE,FW,Djurgården,32,1988,2,1,0,0,1,7,2,0,1,0,,,0,Matches
Des Kunst\a53e8fce,nl NED,FWMF,Varberg,21,1999,4,1,0,0,3,0,3,1,3,2,,,0,Matches
Edvin Kurtulus\5b136c33,xk KVX,DF,Halmstad,20,2000,26.5,5,0,0,24,31,1,109,32,47,,,0,Matches
Manasse Kusu\b18a497e,se SWE,DF,Norrköping,19,2001,0.3,1,0,0,1,0,0,1,0,2,,,0,Matches
Gustaf Lagerbielke\9e39fa2d,se SWE,DF,Elfsborg,20,2000,0.9,0,0,0,1,1,0,0,0,3,,,0,Matches
Sebastian Lagerlund\3de5c9a7,se SWE,MF,Häcken,18,2002,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Mayckel Lahdo\6b390f32,se SWE,FW,Hammarby,18,2002,1.5,1,0,0,1,2,1,1,0,2,,,0,Matches
Karl Larson\5329a699,se SWE,MFDF,Sirius,29,1991,4.8,0,0,0,11,7,3,15,4,5,,,0,Matches
Eric Larsson\8474cb83,se SWE,DFMF,Malmö,29,1991,18.2,4,0,0,18,24,1,54,29,26,,,1,Matches
Jake Larsson\f05d3bb0,se SWE,MFFW,Örebro,22,1999,9.9,1,0,0,4,17,3,18,1,5,,,0,Matches
Johan Larsson\fe006f82,se SWE,DF,Elfsborg,30,1990,24.2,4,0,0,15,12,9,223,26,17,,,1,Matches
Seb Larsson\b26efc36,se SWE,MF,AIK Stockholm,35,1985,24.5,12,0,0,40,30,1,208,36,26,,,0,Matches
Luke Le Roux\e30117aa,za RSA,MF,Varberg,20,2000,18.8,8,2,1,36,18,0,19,40,22,,,0,Matches
Jonathan Levi\abcfaa50,se SWE,FWMF,Norrköping,25,1996,21.9,2,0,0,13,39,6,152,24,18,,,0,Matches
Oscar Lewicki\0c09c984,se SWE,MF,Malmö,28,1992,6.7,1,0,0,3,8,0,6,11,10,,,0,Matches
Anton Liljenbäck\bbc47841,se SWE,MFDF,Varberg,25,1995,20.7,3,0,0,34,11,1,61,32,21,,,0,Matches
Lucas Lima\e6d8cd15,se SWE,FW,Norrköping,18,2002,1.2,1,0,0,4,0,0,0,0,0,,,0,Matches
Axel Lindahl\eee8bff2,se SWE,MF,Degerfors,25,1995,9,2,0,0,9,22,3,25,23,14,,,0,Matches
Erik Lindell\d2f41096,se SWE,MF,Degerfors,24,1996,17.1,2,0,0,16,20,7,93,35,19,,,0,Matches
Rasmus Lindgren\5b18ad03,se SWE,DFMF,Häcken,36,1984,7.9,3,0,0,10,7,0,3,8,4,,,0,Matches
Olle Lindh\27628e5a,se SWE,MF,Kalmar,17,2003,0,0,0,0,0,0,0,1,0,0,,,0,Matches
Joakim Lindner\62d86cad,se SWE,DF,Varberg,29,1991,29.6,2,0,0,22,12,3,6,45,32,,,0,Matches
Jesper Löfgren\c02fedde,se SWE,DF,Djurgården,23,1997,14.5,1,0,0,18,12,0,5,19,12,,,0,Matches
Henrik Löfkvist\5df150a5,se SWE,DF,Kalmar,25,1995,2.5,1,0,0,2,2,0,0,6,2,,,0,Matches
David Löfquist\ccbf0746,se SWE,MFFW,Mjällby,34,1986,17.8,5,0,0,14,9,2,134,5,9,,,0,Matches
Gustav Ludwigson\585fe2f8,se SWE,FWMF,Hammarby,27,1993,27.8,1,0,0,23,25,8,42,16,13,,,0,Matches
Stojan Luki?\02dd033c,ba BIH,GK,Varberg,41,1979,19,2,0,0,0,0,0,0,0,0,,,0,Matches
Marco Lund\9841dc99,dk DEN,DF,Norrköping,24,1996,22.3,7,0,0,38,27,2,1,43,23,,,0,Matches
Valgeir Lunddal Friðriksson\3945764e,is ISL,DF,Häcken,19,2001,2.7,0,0,0,4,2,1,2,2,2,,,0,Matches
Simon Lundevall\796d1e97,se SWE,MF,Halmstad,32,1988,11.5,3,0,0,13,15,0,49,5,7,,,0,Matches
Mikael Lustig\54c9ed15,se SWE,DF,AIK Stockholm,34,1986,26.8,3,0,0,19,19,1,73,26,16,,,0,Matches
Samir Maarouf\ae5ecaf7,se SWE,MF,Häcken,20,2001,1,0,0,0,1,0,0,1,1,0,,,0,Matches
Montader Madjed\048293db,se SWE,FW,Varberg,15,2005,0.5,0,0,0,0,2,0,2,0,0,,,0,Matches
Isak Magnusson\2015ff07,se SWE,FW,Kalmar,22,1998,1.8,0,0,0,2,10,1,0,0,1,,,0,Matches
Richard Magyar\61e6f01e,se SWE,DF,Hammarby,29,1991,10.4,3,0,0,10,10,2,0,24,7,,,0,Matches
Neftali Manzambi\da2ced9c,ao ANG,MF,Mjällby,23,1997,0.5,0,0,0,0,1,0,0,0,0,,,0,Matches
Nicklas Maripuu\873155c4,se SWE,MF,Degerfors,28,1992,0.6,0,0,0,2,0,0,0,0,1,,,0,Matches
Johan Mårtensson\f160aad8,se SWE,MF,Örebro,31,1989,20.9,6,0,0,32,43,0,6,46,28,,,0,Matches
Philip Mårtensson\666bba9d,se SWE,GK,Varberg,27,1993,6,0,0,0,1,0,0,0,0,0,,,0,Matches
Marcus Mathisen\221a1641,dk DEN,DFMF,Sirius,24,1996,27,5,0,0,55,14,0,6,62,52,,,0,Matches
Aljoša Matko\9cac2edf,si SVN,FWMF,Hammarby,20,2000,5.1,2,0,0,10,11,3,6,3,2,,,0,Matches
Tashreeq Matthews\fd18e7a1,za RSA,FWMF,Varberg,20,2000,21.1,5,0,0,40,52,7,110,17,30,,,0,Matches
Christopher McVey\149d8165,se SWE,DF,Elfsborg,23,1997,18,3,0,0,23,7,0,15,29,22,,,0,Matches
Agon Mehmeti\1a79bd22,al ALB,FW,Örebro,31,1989,7.8,1,0,0,4,8,11,0,1,3,,,0,Matches
Gideon Mensah\708ee0c0,gh GHA,MFDF,Varberg,20,2000,12.5,7,0,0,19,11,0,40,15,19,,,0,Matches
Samuel Mensiro\1a97dc06,gh GHA,DFMF,Östersund,31,1989,18.4,4,1,0,23,12,0,8,42,17,,,1,Matches
Noel Milleskog\efd84678,se SWE,FWMF,Örebro,18,2002,3.5,0,0,0,8,7,2,3,2,1,,,0,Matches
Alexander Miloševi?\2f065e3a,se SWE,DF,AIK Stockholm,29,1992,26.2,5,0,0,9,14,1,0,31,7,,,0,Matches
William Milovanovic\b3b7a592,se SWE,MF,Häcken,18,2002,0.1,0,0,0,1,1,0,1,0,0,,,0,Matches
David Mitov Nilsson\34829444,mk MKD,GK,Sirius,30,1991,17,0,0,0,0,5,0,0,0,0,,,0,Matches
Nasiru Mohammed\082028fe,gh GHA,FWMF,Häcken,26,1994,0.5,0,0,0,0,4,0,0,1,2,,,0,Matches
Sixten Mohlin\534f7745,cv CPV,GK,Östersund,25,1996,6.8,0,0,0,0,2,0,0,0,0,,,0,Matches
Niklas Moisander\00844823,fi FIN,DF,Malmö,35,1985,6.8,1,0,0,7,3,0,2,9,6,,,0,Matches
Ryan Moon\9a712f78,za RSA,FWMF,Varberg,24,1996,15.1,5,0,0,12,22,3,19,9,6,,,0,Matches
Albin Mörfelt\885b817b,se SWE,MFFW,Varberg,21,2000,3.5,1,0,0,7,3,1,8,0,2,,,0,Matches
Mamudo Moro\79c65b89,gh GHA,FW,Mjällby,25,1995,9.1,2,0,0,21,19,13,7,3,9,,,0,Matches
Nasiru Moro\3af81a69,gh GHA,DF,Örebro,24,1996,12.3,3,1,0,11,7,0,1,25,15,,,1,Matches
Carlos Moros Garcia\defa2ae9,es ESP,DF,Mjällby,27,1993,16.2,2,0,0,13,11,0,0,32,3,,,0,Matches
Ronald Mukiibi\b2f1fbd5,ug UGA,DF,Östersund,29,1991,6.4,0,0,0,4,0,0,0,11,2,,,0,Matches
Adi Nalic\ad597bf7,ba BIH,MFFW,Malmö,23,1997,17.5,5,0,0,44,23,3,58,8,20,,,0,Matches
Sebastian Nanasi\ce747d2a,se SWE,MFFW,Malmö,18,2002,6.6,0,0,0,6,4,0,10,1,6,,,0,Matches
Marokhy Ndione\227691ea,se SWE,MFFW,Elfsborg,21,1999,10.7,4,0,0,34,24,6,0,4,5,,,0,Matches
Nahom Netabay\fc5e209e,se SWE,MFFW,Sirius,26,1994,18.3,6,0,0,24,26,4,25,12,23,,,0,Matches
Lasse Nielsen\06e5b0e4,dk DEN,DF,Malmö,33,1988,16.5,3,0,0,9,10,1,1,28,21,,,1,Matches
Joel Nilsson\6e5e4890,se SWE,MF,Mjällby,26,1994,26.7,2,0,0,39,52,1,84,23,36,,,0,Matches
Malkolm Nilsson\5662e81f,se SWE,GK,Halmstad,27,1993,29,1,0,0,0,10,0,0,0,0,,,0,Matches
Kristoffer Nordfeldt\78549904,se SWE,GK,AIK Stockholm,31,1989,14,1,0,0,0,0,0,0,0,0,,,1,Matches
Gustaf Norlin\f4b1ae84,se SWE,MF,Göteborg,24,1997,11.1,1,0,0,15,17,5,20,19,16,,,0,Matches
Emin Nouri\b257f8b0,az AZE,DF,Kalmar,35,1985,1.1,4,0,0,3,1,0,1,1,1,,,0,Matches
Patrick Nwadike\b2cbe3ad,se SWE,DF,Sirius,22,1998,9,0,0,0,23,20,0,1,8,10,,,0,Matches
Jesper Nyholm\ea8cf8bb,ph PHI,DF,Djurgården,27,1993,4.1,0,0,0,6,6,0,2,5,6,,,0,Matches
Christoffer Nyman\f9e3ef15,se SWE,FW,Norrköping,28,1992,9.7,1,0,0,22,8,8,3,2,7,,,0,Matches
Ebenezer Ofori\a5d77c4e,gh GHA,MFDF,AIK Stockholm,25,1995,4.8,1,0,0,5,6,0,1,11,7,,,0,Matches
Phil Ofosu-Ayeh\57467297,gh GHA,DF,Halmstad,29,1991,0.2,0,0,0,1,0,0,1,0,0,,,0,Matches
Sebastian Ohlsson\335278f4,se SWE,DF,Degerfors,28,1992,28.2,5,0,0,21,9,0,24,56,25,,,0,Matches
Jeppe Okkels\c3b0f15f,dk DEN,FWMF,Elfsborg,21,1999,23.1,1,0,0,21,13,10,58,17,23,,,0,Matches
Joseph Okumu\039f1983,ke KEN,DF,Elfsborg,23,1997,6,1,0,0,7,4,0,0,18,0,,,0,Matches
Elias Olsson\f539f7b7,se SWE,DF,Kalmar,17,2003,2.5,1,0,0,2,2,0,0,3,3,,,0,Matches
Martin Olsson\2f72f79e,se SWE,DF,Häcken,32,1988,8.7,3,1,1,7,7,0,63,7,5,,,0,Matches
Martin Olsson\2f72f79e,se SWE,DFMF,Malmö,32,1988,9.6,1,0,0,11,12,0,64,16,4,,,0,Matches
Simon Olsson\0a4a1821,se SWE,MF,Elfsborg,23,1997,15.6,1,0,0,19,22,0,30,9,12,,,0,Matches
Tim Olsson\8167c62f,se SWE,DF,Sirius,16,2004,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches
Jacob Ondrejka\752e09ed,se SWE,MF,Elfsborg,18,2002,8.9,0,0,0,14,25,7,17,17,11,,,0,Matches
Jacob Ortmark\e8f5c328,se SWE,MFFW,Sirius,23,1997,25.5,8,0,0,59,74,0,67,15,17,,,0,Matches
Aziz Ouattara\d26727b4,ci CIV,MFDF,Hammarby,20,2001,16.4,6,0,0,33,14,1,8,30,21,,,0,Matches
Kalpi Ouattara\e15637d9,ci CIV,DF,Östersund,22,1998,0.2,0,0,0,0,1,0,0,0,3,,,1,Matches
Eric Ouma\0c9b07a7,ke KEN,DF,AIK Stockholm,24,1996,28.8,4,0,0,38,47,4,164,51,36,,,0,Matches
David Ousted\28269907,dk DEN,GK,Hammarby,35,1985,21.2,0,0,0,1,6,0,0,0,0,,,0,Matches
Malte Påhlsson\cacfa97f,se SWE,GK,Halmstad,21,1999,1,0,0,0,0,0,0,0,0,0,,,0,Matches
Sotirios Papagiannopoulos\da617483,se SWE,DF,AIK Stockholm,30,1990,28.8,5,0,0,24,55,0,1,38,23,,,0,Matches
Patrick\e0e410ae,br BRA,FW,Örebro,22,1998,1.5,1,0,0,6,3,2,0,0,0,,,0,Matches
Paulinho\b5b8cc43,br BRA,FW,Hammarby,34,1986,3.4,2,0,0,4,9,7,1,2,5,,,0,Matches
Bjørn Paulsen\3f88e797,dk DEN,DF,Hammarby,29,1991,18.1,2,0,0,21,17,1,9,42,19,,,2,Matches
Sergio Peña\eda8506a,pe PER,MF,Malmö,25,1995,6.5,4,0,0,6,4,1,31,9,16,,,0,Matches
Nebiyou Perry\c8a92587,se SWE,FWMF,Östersund,21,1999,5.1,0,0,0,8,9,0,3,1,1,,,0,Matches
Joakim Persson\8092f486,se SWE,FW,Sirius,18,2002,0.3,0,0,0,1,0,1,1,0,0,,,0,Matches
Noah Persson\8830d81d,se SWE,MF,Mjällby,17,2003,2.2,0,0,0,0,2,1,10,4,1,,,0,Matches
Adam Petersson\f94ed56a,se SWE,MF,Mjällby,20,2000,0.6,0,0,0,0,2,0,0,4,2,,,0,Matches
Ahmed Qasem\27219ecb,se SWE,MF,Elfsborg,17,2003,1.3,0,0,0,2,1,0,6,0,7,,,0,Matches
Haris Radetinac\76c24535,ba BIH,FWDF,Djurgården,35,1985,20.9,1,0,0,33,61,1,54,17,31,,,0,Matches
Bojan Radulovic\cbeed9e6,rs SRB,FW,AIK Stockholm,21,1999,7.9,1,0,0,21,19,5,2,1,4,,,0,Matches
Hákon Rafn Valdimarsson\7e76b78b,is ISL,GK,Elfsborg,19,2001,5,0,0,0,0,1,0,0,0,0,,,0,Matches
Adhavan Rajamohan\8282fc56,se SWE,FW,Degerfors,27,1993,0.8,1,0,0,2,0,1,5,0,3,,,0,Matches
Erdal Rakip\e150254d,mk MKD,MF,Malmö,24,1996,17.1,6,0,0,41,41,1,43,16,31,,,0,Matches
Theodore Rask\d73d430b,se SWE,DF,Norrköping,20,2000,2.7,0,0,0,5,4,0,0,12,2,,,0,Matches
Lukas Rhöse\5c4da8de,se SWE,DF,Kalmar,20,2000,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Søren Rieks\572498c7,dk DEN,MF,Malmö,33,1987,12.3,3,0,0,8,11,7,32,9,10,,,0,Matches
Erik Ring\9bc48002,se SWE,MF,AIK Stockholm,18,2002,9.1,1,0,0,13,19,2,10,9,5,,,0,Matches
Jonathan Ring\a9780d60,se SWE,FWMF,Kalmar,29,1991,25.7,3,0,0,24,30,8,53,15,18,,,0,Matches
Sebastian Ring\cfe4071d,se SWE,DFMF,Kalmar,25,1995,27.2,9,0,0,41,55,0,43,25,41,,,0,Matches
Jamie Roche\dbdbddb0,se SWE,DFMF,Sirius,19,2001,14.5,2,0,0,15,12,0,3,25,14,,,0,Matches
Vladimir Rodi?\40c965a4,me MNE,MFDF,Hammarby,27,1993,11.7,0,0,0,8,6,0,60,11,16,,,0,Matches
Filip Rogi?\57abcd1a,se SWE,MFDF,AIK Stockholm,27,1993,8.6,1,0,0,18,10,2,14,12,12,,,0,Matches
Romário\596e48ce,br BRA,MF,Kalmar,35,1985,28.5,4,0,0,34,90,0,9,51,28,,,0,Matches
Tim Rönning\8e833ce2,se SWE,GK,Elfsborg,21,1999,24.9,3,1,0,3,5,0,0,1,0,,,0,Matches
Otto Rosengren\1c6f0559,,MF,Mjällby,,,0.7,0,0,0,2,0,0,2,0,1,,,0,Matches
André Rømer\fa6d26d9,dk DEN,MF,Elfsborg,27,1993,26.1,9,0,0,59,28,0,43,46,38,,,0,Matches
Sean Sabetkar\bdc92001,se SWE,DF,Degerfors,25,1995,21.8,5,0,0,24,11,1,6,36,22,,,0,Matches
Filip Sachpekidis\08252569,se SWE,FWMF,Kalmar,23,1997,10.5,2,0,0,21,18,10,12,7,13,,,0,Matches
Mohammed Saeid\49649775,er ERI,FW,Sirius,30,1990,4.1,1,0,0,1,8,0,11,1,4,,,0,Matches
Abdelrahman Saidi\c456358e,se SWE,FWMF,Degerfors,21,1999,20.8,4,0,0,24,45,7,80,4,7,,,0,Matches
Dino Salihovic\3be274de,se SWE,MF,Norrköping,18,2002,1.5,0,0,0,2,2,0,4,3,0,,,0,Matches
Justin Salmon\7edc50a0,lr LBR,MF,Degerfors,22,1999,4.1,1,0,0,10,9,0,3,4,4,,,0,Matches
Tobias Sana\52a7bcfe,se SWE,MFFW,Göteborg,31,1989,28.9,1,0,0,14,24,9,162,3,15,,,0,Matches
Simon Sandberg\05b00fef,se SWE,DFMF,Hammarby,26,1994,16.5,2,0,0,22,6,3,64,13,18,,,0,Matches
Amin Sarr\d5326924,se SWE,FW,Mjällby,19,2001,16.4,2,0,0,21,26,6,15,4,9,,,0,Matches
Amin Sarr\d5326924,se SWE,FW,Malmö,19,2001,0.7,0,0,0,1,2,2,2,2,1,,,0,Matches
Rasmus Schüller\0e624c72,fi FIN,MF,Djurgården,29,1991,23.6,7,1,0,34,35,0,15,50,44,,,0,Matches
David Seger\9fad4bf0,se SWE,MFFW,Örebro,21,1999,21.4,3,0,0,43,34,7,59,15,19,,,0,Matches
Astrit Seljmani\830a34ec,xk KVX,FW,Hammarby,23,1997,21.7,6,0,0,40,32,23,17,6,15,,,0,Matches
Jerell Sellars\84bf4600,eng ENG,MFFW,Östersund,25,1995,6.7,1,0,0,12,20,2,4,2,3,,,0,Matches
Maic Sema\de78cee4,se SWE,FWMF,Norrköping,32,1988,7,0,0,0,11,3,2,11,2,4,,,0,Matches
Laorent Shabani\4c8ad16c,se SWE,MFDF,Sirius,21,1999,20.2,1,0,0,6,17,1,81,14,11,,,0,Matches
Noah Shamoun\cb75ed1e,se SWE,FWMF,Kalmar,18,2002,7.3,1,0,0,8,9,4,5,2,8,,,0,Matches
Aimar Sher\ef301f96,se SWE,MF,Hammarby,18,2002,5.2,5,0,0,10,10,0,5,6,3,,,0,Matches
Kolbeinn Sigþórsson\adf825b9,is ISL,FW,Göteborg,30,1990,15.1,1,0,0,26,37,8,4,4,10,,,0,Matches
Stefan Silva\86cad0e9,se SWE,MF,AIK Stockholm,30,1990,1.7,1,0,0,2,1,0,2,0,2,,,0,Matches
Taylor Silverholt\868b9f43,se SWE,FW,Mjällby,19,2001,1,0,0,0,2,2,1,0,0,1,,,0,Matches
Robin Simovi?\4a4d38ca,se SWE,FW,Varberg,29,1991,15,5,0,0,46,17,15,5,3,7,,,0,Matches
Axel Sjöberg\3774bc38,se SWE,MF,Hammarby,20,2000,0.7,0,0,0,1,1,0,0,0,3,,,0,Matches
Herman Sjögrell\f5ea4560,se SWE,FW,Sirius,19,2001,1.2,0,0,0,4,9,1,5,1,2,,,0,Matches
Rasmus Sjöstedt\b8b8b314,se SWE,DF,Kalmar,28,1992,20.9,2,0,0,18,7,0,0,37,27,,,0,Matches
Andreas Skovgaard\43664f05,dk DEN,DF,Örebro,23,1997,21.8,8,1,1,21,37,2,4,38,18,,,0,Matches
Robin Söder\9ecca9b5,se SWE,FW,Göteborg,29,1991,3.2,0,0,0,5,5,3,8,2,1,,,0,Matches
Noah Söderberg\23562628,se SWE,MF,Elfsborg,19,2001,1,1,0,0,8,5,0,1,0,2,,,0,Matches
Dean Solomons\7c5d5b61,za RSA,DF,Varberg,21,1999,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches
Noah Sonko Sundberg\f18c0f1f,gm GAM,DF,Östersund,24,1996,23.8,5,0,0,9,8,0,8,28,15,,,2,Matches
Isak Ssewankambo\d457def7,se SWE,MFDF,Östersund,24,1996,15.9,3,0,0,18,14,1,19,15,14,,,0,Matches
Adam Ståhl\840207c9,se SWE,MFDF,Sirius,26,1994,17.7,3,0,0,17,18,4,63,25,25,,,0,Matches
Oliver Stanisic\b884c338,se SWE,DF,Varberg,26,1994,22.8,4,0,0,29,14,2,3,27,15,,,0,Matches
Nicolás Stefanelli\21a529cf,ar ARG,FWMF,AIK Stockholm,26,1994,24.6,2,1,1,32,40,9,29,20,18,,,0,Matches
Johan Stenmark\a5a1a033,se SWE,DF,Kalmar,21,1999,8.2,2,0,0,10,10,0,1,14,8,,,0,Matches
Malcolm Stolt\02bbfec2,se SWE,FWMF,Östersund,20,2000,10.2,5,1,1,27,9,3,4,3,10,,,0,Matches
Simon Strand\2df964cf,se SWE,DF,Elfsborg,27,1993,25.3,6,1,1,35,37,2,86,77,35,,,0,Matches
Tom Strannegard\e2da3e4e,se SWE,MFDF,AIK Stockholm,18,2002,4,1,0,0,5,8,0,10,2,3,,,0,Matches
August Strömberg\db810c46,se SWE,GK,Varberg,28,1992,5,0,0,0,0,0,0,0,0,0,,,0,Matches
Yukiya Sugita\8f7e132f,jp JPN,FWMF,Sirius,27,1993,12.5,2,0,0,10,21,0,17,2,3,,,0,Matches
Hannes Sveijer\3df2d5aa,se SWE,GK,Sirius,18,2002,4,0,0,0,0,0,0,0,0,0,,,0,Matches
Gustav Svensson\733713ef,se SWE,MF,Göteborg,33,1987,18.5,2,0,0,29,14,0,4,36,41,,,0,Matches
Oskar Sverrisson\5354a2a3,is ISL,DF,Häcken,28,1992,4.9,1,0,0,5,6,0,16,9,8,,,0,Matches
Williot Swedberg\184fe4b2,se SWE,MF,Hammarby,16,2004,8.4,2,0,0,21,26,1,9,8,12,,,0,Matches
Edi Sylisufaj\dc84aa79,se SWE,FWMF,Sirius,20,2000,6.5,2,0,0,13,16,1,10,2,5,,,0,Matches
Lars Sætra\40134a35,no NOR,DF,Kalmar,29,1991,27.8,3,0,0,18,15,0,3,42,17,,,0,Matches
Jonathan Tamimi\bdd2c16c,jo JOR,MFDF,Degerfors,26,1994,5.4,1,0,0,5,4,0,21,3,8,,,0,Matches
Franklin Tebo\b37c5951,ng NGA,DF,Häcken,21,2000,2,0,0,0,2,0,0,0,4,2,,,0,Matches
Edvin Tellgren\d113077c,se SWE,DF,Norrköping,16,2005,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Christopher Telo\35e05d5b,se SWE,MFDF,Norrköping,31,1989,7.7,0,0,0,4,3,1,23,2,8,,,0,Matches
Simon Thern\3933becd,se SWE,MF,Göteborg,28,1992,13.4,2,0,0,16,18,2,13,16,13,,,0,Matches
Joona Toivio\2794a536,fi FIN,DF,Häcken,32,1988,22.6,2,0,0,15,9,1,4,29,4,,,0,Matches
Ola Toivonen\de4fe7a2,se SWE,MFFW,Malmö,34,1986,5.7,0,0,0,9,11,1,5,1,2,,,0,Matches
Jesper Tolinsson\1a5fa6a3,se SWE,DF,Göteborg,17,2003,7.8,0,0,0,7,5,0,5,6,7,,,0,Matches
Emil Töt Wikström\c5151b67,se SWE,MF,Halmstad,21,1999,13.9,1,0,0,16,30,2,35,18,15,,,0,Matches
Robin Tranberg\c1ba89bf,se SWE,MFFW,Varberg,27,1993,15.8,8,0,0,52,50,4,19,13,5,,,0,Matches
Jasse Tuominen\aaee68f1,fi FIN,FWMF,Häcken,25,1995,7,0,0,0,14,10,1,2,3,8,,,0,Matches
Blair Turgott\2c272afa,jm JAM,FW,Östersund,26,1994,23.9,4,0,0,33,18,21,14,17,10,,,0,Matches
Jacob Une Larsson\b45672e0,se SWE,DF,Djurgården,26,1994,26.4,5,0,0,22,12,0,4,60,22,,,0,Matches
Pavle Vagi?\8f906c5f,se SWE,MF,Malmö,21,2000,5.4,2,0,0,13,10,0,0,11,4,,,0,Matches
Tommi Vaiho\8610da59,se SWE,GK,Djurgården,32,1988,1.7,0,0,0,0,0,0,0,0,0,,,0,Matches
Leo Väisänen\93b56ba5,fi FIN,DF,Elfsborg,23,1997,22.7,3,0,0,21,12,0,2,47,15,,,0,Matches
Aleksandr Vasyutin\61911828,ru RUS,GK,Djurgården,25,1995,9.3,0,0,0,0,1,0,0,0,0,,,0,Matches
Isak Vidjeskog\819c5fcf,fi FIN,MF,Kalmar,16,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Adam Vikman\677889a9,se SWE,MF,Sirius,17,2003,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
Linus Wahlqvist\15a7b2f3,se SWE,DF,Norrköping,24,1996,27.5,2,0,0,36,16,0,39,39,33,,,1,Matches
Patrik Wålemark\7d7660da,se SWE,MFFW,Häcken,19,2001,21.8,3,0,0,14,53,4,104,9,12,,,0,Matches
Kevin Walker\20701686,se SWE,MF,Örebro,31,1989,16.5,6,0,0,29,12,5,120,23,16,,,0,Matches
Max Watson\18d95619,se SWE,DF,Mjällby,24,1996,28.9,3,0,0,15,25,0,11,44,16,,,0,Matches
Oscar Wendt\b69261a0,se SWE,DF,Göteborg,35,1985,14.9,1,0,0,16,8,2,72,20,9,,,0,Matches
Pontus Wernbloom\d7398ac3,se SWE,MF,Göteborg,34,1986,1.5,1,0,0,8,2,0,0,4,1,,,0,Matches
Marco Weymans\cac84ca4,bi BDI,MFDF,Östersund,23,1997,7.7,4,0,0,16,10,1,18,11,16,,,0,Matches
Alfie Whiteman\3f2587ee,eng ENG,GK,Degerfors,22,1998,13,1,0,0,0,1,0,0,1,0,,,0,Matches
Dennis Widgren\512a52c6,se SWE,DFMF,Hammarby,26,1994,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches
Dennis Widgren\512a52c6,se SWE,MFDF,Sirius,26,1994,15.4,2,0,0,17,17,2,45,25,14,,,0,Matches
Oscar Wilhelmsson\e7f4869a,se SWE,FW,Göteborg,17,2003,8.7,0,0,0,15,8,6,1,4,5,,,0,Matches
Albin Winbo\2b5cd02e,se SWE,MF,Varberg,23,1997,10.4,8,0,0,24,14,0,21,27,10,,,0,Matches
Aslak Witry\3f30f12a,no NOR,DF,Djurgården,24,1996,14,2,0,0,11,12,2,99,29,17,,,1,Matches
Kevin Wright\7aea4231,sl SLE,DF,Örebro,25,1995,12.5,2,0,0,11,15,1,32,9,22,,,0,Matches
Magnus Wørts\d9a29c01,dk DEN,DF,Mjällby,21,1999,6.2,0,0,0,4,2,1,2,9,5,,,0,Matches
Kevin Yakob\18d3b8df,se SWE,MFFW,Göteborg,20,2000,10.3,2,0,0,27,12,5,18,6,14,,,0,Matches
Ahmed Yasin Ghani\eb5383a8,iq IRQ,FW,Örebro,29,1991,2,0,0,0,1,1,2,1,0,1,,,0,Matches
Saku Ylätupa\ed87c761,fi FIN,MFFW,AIK Stockholm,21,1999,8.8,2,0,0,10,8,0,26,6,8,,,0,Matches
Ali Youssef\2e820983,tn TUN,FW,Häcken,20,2000,3,0,0,0,4,4,7,6,0,1,,,0,Matches
Alhassan Yusuf\0de73fa4,ng NGA,MF,Göteborg,20,2000,8.5,0,0,0,16,15,0,4,12,15,,,0,Matches
