Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Abdul-Halik Hudu\4a26a7a0,gh GHA,MF,Hammarby,20,2000,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Deniz Hummet\754f87d6,tr TUR,FWMF,Örebro,24,1996,15,15,1276,14.2,5,0,5,0,0,2,0,0.35,0,0.35,0.35,0.35,Matches
Bilal Hussein\aff07507,se SWE,MF,AIK Stockholm,20,2000,30,30,2636,29.3,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches
Jo Inge Berget\f512a009,no NOR,MFFW,Malmö,30,1990,27,22,2012,22.4,5,7,4,1,1,3,0,0.22,0.31,0.54,0.18,0.49,Matches
Anton Ingves\f4ec9183,se SWE,MF,Örebro,19,2001,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bonke Innocent\546bb36e,ng NGA,MF,Malmö,25,1996,17,15,1210,13.4,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Daleho Irandust\371c77c6,se SWE,MF,Häcken,22,1998,7,3,338,3.8,2,1,2,0,0,2,0,0.53,0.27,0.8,0.53,0.8,Matches
Erik Israelsson\e8ce206e,se SWE,MF,Kalmar,31,1989,9,1,137,1.5,1,0,1,0,0,1,0,0.66,0,0.66,0.66,0.66,Matches
Alexander Jallow\b04dff15,se SWE,DFMF,Göteborg,22,1998,30,30,2591,28.8,1,3,1,0,0,2,0,0.03,0.1,0.14,0.03,0.14,Matches
Daniel Janevski\ee722e58,se SWE,DF,Degerfors,28,1992,6,5,470,5.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Budimir Janoševi?\26d26396,rs SRB,GK,AIK Stockholm,31,1989,16,16,1440,16,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Isak Jansson\a7664548,se SWE,FW,Kalmar,19,2002,24,11,1206,13.4,6,3,6,0,0,2,0,0.45,0.22,0.67,0.45,0.67,Matches
Oscar Jansson\a33c4ee2,se SWE,GK,Norrköping,30,1990,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Maudo Jarjué\d4945a62,gm GAM,DF,Elfsborg,23,1997,19,19,1623,18,1,0,1,0,0,1,1,0.06,0,0.06,0.06,0.06,Matches
Mohanad Jeahze\ea93bcd9,iq IRQ,MFDF,Hammarby,23,1997,27,27,2309,25.7,1,7,1,0,0,4,0,0.04,0.27,0.31,0.04,0.31,Matches
Jean\50b5a935,br BRA,DFMF,Varberg,25,1995,23,21,1860,20.7,0,5,0,0,0,6,0,0,0.24,0.24,0,0.24,Matches
Alexander Jeremejeff\54394643,se SWE,FW,Häcken,27,1993,27,25,2235,24.8,11,3,6,5,5,2,0,0.44,0.12,0.56,0.24,0.36,Matches
Bernardo Jeronimo\b611d0d6,br BRA,DF,Göteborg,22,1998,6,5,354,3.9,1,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
Francis Jno-Baptiste\628a1921,eng ENG,FW,Östersund,21,1999,14,8,626,7,2,1,2,0,0,1,0,0.29,0.14,0.43,0.29,0.43,Matches
Ísak Jóhannesson\c16c4e3b,is ISL,MF,Norrköping,17,2003,15,15,1302,14.5,2,4,2,0,0,3,0,0.14,0.28,0.41,0.14,0.41,Matches
Alexander Johansson\835023a5,se SWE,FW,Halmstad,21,2000,7,0,97,1.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Alexander Johansson\94180993,se SWE,FWMF,Varberg,25,1995,14,5,606,6.7,3,3,3,0,0,3,0,0.45,0.45,0.89,0.45,0.89,Matches
Andreas Johansson\49a0c4f9,se SWE,DF,Halmstad,38,1982,30,30,2700,30,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,Matches
Carl Johansson\02f7a79a,se SWE,DF,Göteborg,26,1994,18,18,1571,17.5,2,0,2,0,0,6,0,0.11,0,0.11,0.11,0.11,Matches
Herman Johansson\6f864562,se SWE,FW,Mjällby,23,1997,7,0,86,1,0,1,0,0,0,1,0,0,1.05,1.05,0,1.05,Matches
Marko Johansson\d0975397,se SWE,GK,Malmö,22,1998,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Noah Johansson\4bb5e605,se SWE,DF,Varberg,17,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Piotr Johansson\5a471a3e,se SWE,MFDF,Kalmar,25,1995,29,28,2530,28.1,0,4,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
Sam Johnson\c423d845,lr LBR,FW,Mjällby,27,1993,5,1,88,1,1,0,1,0,0,0,0,1.02,0,1.02,1.02,1.02,Matches
Bayéré Junior Loué\fbd12242,ci CIV,FW,Hammarby,20,2001,5,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Elliot Käck\e8f80c49,se SWE,DF,Djurgården,31,1989,28,28,2520,28,0,3,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
Eric Kahl\e44381c2,se SWE,DF,AIK Stockholm,19,2001,3,2,188,2.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Yahya Kalley\b1120985,se SWE,DF,Göteborg,19,2001,8,3,290,3.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sadat Karim\caae2e5c,gh GHA,FW,Halmstad,29,1991,30,21,1935,21.5,5,2,5,0,0,0,0,0.23,0.09,0.33,0.23,0.33,Matches
Johan Karlsson\03ee1876,se SWE,MFDF,Sirius,23,1997,22,8,695,7.7,1,1,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26,Matches
Per Karlsson\766caf38,se SWE,DF,AIK Stockholm,35,1986,8,2,206,2.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tobias Karlsson\29f54da0,se SWE,DFMF,Häcken,25,1995,20,19,1707,19,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Victor Karlsson\a1e70080,se SWE,FWMF,Varberg,19,2001,18,6,600,6.7,2,3,2,0,0,1,0,0.3,0.45,0.75,0.3,0.75,Matches
Aly Keita\92c62328,gn GUI,GK,Östersund,34,1986,24,24,2088,23.2,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Abdul Khalili\668c0227,se SWE,MF,Hammarby,28,1992,13,10,840,9.3,4,2,3,1,1,4,0,0.43,0.21,0.64,0.32,0.54,Matches
Kristoffer Khazeni\8b2e1b87,se SWE,MFFW,Norrköping,25,1995,20,11,896,10,1,2,1,0,0,2,0,0.1,0.2,0.3,0.1,0.3,Matches
Daan Klinkenberg\5c48912b,nl NED,DF,Mjällby,25,1996,7,6,513,5.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jonas Knudsen\ec48abb1,dk DEN,DF,Malmö,28,1992,12,12,1039,11.5,1,1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,Matches
Enoch Kofi Adu\8f43c32d,gh GHA,MF,Mjällby,30,1990,19,12,911,10.1,0,1,0,0,0,3,1,0,0.1,0.1,0,0.1,Matches
Adnan Kojic\e6b1eef7,se SWE,DF,Varberg,25,1995,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christian Kouakou\32f1bc0f,se SWE,FW,Sirius,25,1995,30,30,2534,28.2,12,2,11,1,1,2,0,0.43,0.07,0.5,0.39,0.46,Matches
Patrick Kpozo\50385760,gh GHA,DFMF,Östersund,23,1997,29,29,2541,28.2,2,2,2,0,0,4,1,0.07,0.07,0.14,0.07,0.14,Matches
Anton Kralj\d935c83b,se SWE,MF,Degerfors,22,1998,20,16,1330,14.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mergim Krasniqi\c26f9d5a,se SWE,GK,Örebro,28,1992,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Daniel Krezic\1fdbc6b7,mk MKD,MF,Varberg,24,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ivan Kri?ak\1f490a0c,rs SRB,DF,Mjällby,24,1996,24,23,1958,21.8,0,0,0,0,0,8,1,0,0,0,0,0,Matches
Samuel Kroon\1ff9d55f,se SWE,MF,Halmstad,24,1996,22,21,1757,19.5,2,0,2,0,1,1,0,0.1,0,0.1,0.1,0.1,Matches
Simon Kroon\b9f1813f,se SWE,MFFW,Östersund,27,1993,12,7,609,6.8,1,2,1,0,0,1,0,0.15,0.3,0.44,0.15,0.44,Matches
Emir Kujovi?\f120942c,se SWE,FW,Djurgården,32,1988,11,0,179,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Des Kunst\a53e8fce,nl NED,FWMF,Varberg,21,1999,8,5,361,4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Edvin Kurtulus\5b136c33,se SWE,DF,Halmstad,20,2000,29,27,2381,26.5,0,2,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
Manasse Kusu\b18a497e,se SWE,DF,Norrköping,19,2001,3,0,26,0.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Gustaf Lagerbielke\9e39fa2d,se SWE,DF,Elfsborg,20,2000,2,0,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sebastian Lagerlund\3de5c9a7,se SWE,MF,Häcken,18,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mayckel Lahdo\6b390f32,se SWE,FW,Hammarby,18,2002,7,0,133,1.5,0,1,0,0,0,1,0,0,0.68,0.68,0,0.68,Matches
Karl Larson\5329a699,se SWE,MFDF,Sirius,29,1991,21,4,433,4.8,0,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
Eric Larsson\8474cb83,se SWE,DFMF,Malmö,29,1991,23,17,1634,18.2,0,6,0,0,0,4,0,0,0.33,0.33,0,0.33,Matches
Jake Larsson\f05d3bb0,se SWE,MFFW,Örebro,22,1999,21,8,893,9.9,1,0,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
Johan Larsson\fe006f82,se SWE,DF,Elfsborg,30,1990,25,25,2174,24.2,3,5,3,0,0,4,0,0.12,0.21,0.33,0.12,0.33,Matches
Seb Larsson\b26efc36,se SWE,MF,AIK Stockholm,35,1985,25,25,2209,24.5,3,8,2,1,1,12,0,0.12,0.33,0.45,0.08,0.41,Matches
Luke Le Roux\e30117aa,za RSA,MF,Varberg,20,2000,26,19,1694,18.8,0,0,0,0,0,8,2,0,0,0,0,0,Matches
Jonathan Levi\abcfaa50,se SWE,FWMF,Norrköping,25,1996,27,22,1969,21.9,2,6,1,1,1,2,0,0.09,0.27,0.37,0.05,0.32,Matches
Oscar Lewicki\0c09c984,se SWE,MF,Malmö,28,1992,11,8,605,6.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Anton Liljenbäck\bbc47841,se SWE,MFDF,Varberg,25,1995,28,19,1861,20.7,1,2,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15,Matches
Lucas Lima\e6d8cd15,se SWE,FW,Norrköping,18,2002,5,0,106,1.2,1,0,1,0,0,1,0,0.85,0,0.85,0.85,0.85,Matches
Axel Lindahl\eee8bff2,se SWE,MF,Degerfors,25,1995,15,10,809,9,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
Erik Lindell\d2f41096,se SWE,MF,Degerfors,24,1996,25,17,1541,17.1,0,2,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
Rasmus Lindgren\5b18ad03,se SWE,DFMF,Häcken,36,1984,11,8,715,7.9,1,0,1,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
Olle Lindh\27628e5a,se SWE,MF,Kalmar,17,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joakim Lindner\62d86cad,se SWE,DF,Varberg,29,1991,30,30,2665,29.6,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches
Jesper Löfgren\c02fedde,se SWE,DF,Djurgården,23,1997,24,11,1308,14.5,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
Henrik Löfkvist\5df150a5,se SWE,DF,Kalmar,25,1995,6,2,227,2.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
David Löfquist\ccbf0746,se SWE,MFFW,Mjällby,34,1986,25,19,1600,17.8,0,4,0,0,1,5,0,0,0.23,0.23,0,0.23,Matches
Gustav Ludwigson\585fe2f8,se SWE,FWMF,Hammarby,27,1993,30,28,2501,27.8,11,5,11,0,0,1,0,0.4,0.18,0.58,0.4,0.58,Matches
Stojan Luki?\02dd033c,ba BIH,GK,Varberg,41,1979,20,20,1712,19,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Marco Lund\9841dc99,dk DEN,DF,Norrköping,24,1996,26,23,2007,22.3,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Valgeir Lunddal Friðriksson\3945764e,is ISL,DF,Häcken,19,2001,8,2,243,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Simon Lundevall\796d1e97,se SWE,MF,Halmstad,32,1988,22,12,1034,11.5,0,2,0,0,0,3,0,0,0.17,0.17,0,0.17,Matches
Mikael Lustig\54c9ed15,se SWE,DF,AIK Stockholm,34,1986,27,27,2412,26.8,0,2,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
Samir Maarouf\ae5ecaf7,se SWE,MF,Häcken,20,2001,7,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Montader Madjed\048293db,se SWE,FW,Varberg,15,2005,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Isak Magnusson\2015ff07,se SWE,FW,Kalmar,22,1998,5,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Richard Magyar\61e6f01e,se SWE,DF,Hammarby,29,1991,15,11,937,10.4,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
Neftali Manzambi\da2ced9c,ao ANG,MF,Mjällby,23,1997,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nicklas Maripuu\873155c4,se SWE,MF,Degerfors,28,1992,3,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Johan Mårtensson\f160aad8,se SWE,MF,Örebro,31,1989,24,23,1878,20.9,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,Matches
Philip Mårtensson\666bba9d,se SWE,GK,Varberg,27,1993,6,5,538,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcus Mathisen\221a1641,dk DEN,DFMF,Sirius,24,1996,27,27,2430,27,2,2,2,0,0,5,0,0.07,0.07,0.15,0.07,0.15,Matches
Aljoša Matko\9cac2edf,si SVN,FWMF,Hammarby,20,2000,13,4,460,5.1,2,1,2,0,0,2,0,0.39,0.2,0.59,0.39,0.59,Matches
Tashreeq Matthews\fd18e7a1,za RSA,FWMF,Varberg,20,2000,27,23,1901,21.1,5,5,5,0,0,5,0,0.24,0.24,0.47,0.24,0.47,Matches
Christopher McVey\149d8165,se SWE,DF,Elfsborg,23,1997,23,17,1617,18,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Agon Mehmeti\1a79bd22,al ALB,FW,Örebro,31,1989,19,8,702,7.8,4,1,4,0,0,1,0,0.51,0.13,0.64,0.51,0.64,Matches
Gideon Mensah\708ee0c0,gh GHA,MFDF,Varberg,20,2000,20,14,1122,12.5,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Samuel Mensiro\1a97dc06,gh GHA,DFMF,Östersund,31,1989,21,20,1660,18.4,0,0,0,0,0,4,1,0,0,0,0,0,Matches
Noel Milleskog\efd84678,se SWE,FWMF,Örebro,18,2002,8,3,317,3.5,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,Matches
Alexander Miloševi?\2f065e3a,se SWE,DF,AIK Stockholm,29,1992,27,26,2359,26.2,3,1,3,0,0,5,0,0.11,0.04,0.15,0.11,0.15,Matches
William Milovanovic\b3b7a592,se SWE,MF,Häcken,18,2002,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
David Mitov Nilsson\34829444,mk MKD,GK,Sirius,30,1991,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Nasiru Mohammed\082028fe,gh GHA,FWMF,Häcken,26,1994,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sixten Mohlin\534f7745,cv CPV,GK,Östersund,25,1996,7,6,612,6.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Niklas Moisander\00844823,fi FIN,DF,Malmö,35,1985,9,6,609,6.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ryan Moon\9a712f78,za RSA,FWMF,Varberg,24,1996,25,14,1362,15.1,7,1,6,1,1,5,0,0.46,0.07,0.53,0.4,0.46,Matches
Albin Mörfelt\885b817b,se SWE,MFFW,Varberg,21,2000,6,4,319,3.5,1,1,1,0,0,1,0,0.28,0.28,0.56,0.28,0.56,Matches
Mamudo Moro\79c65b89,gh GHA,FW,Mjällby,25,1995,27,8,821,9.1,6,1,6,0,0,2,0,0.66,0.11,0.77,0.66,0.77,Matches
Nasiru Moro\3af81a69,gh GHA,DF,Örebro,24,1996,13,13,1104,12.3,0,1,0,0,0,3,1,0,0.08,0.08,0,0.08,Matches
Carlos Moros Garcia\defa2ae9,es ESP,DF,Mjällby,27,1993,17,16,1462,16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches
Ronald Mukiibi\b2f1fbd5,ug UGA,DF,Östersund,29,1991,9,7,576,6.4,2,0,2,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
Adi Nalic\ad597bf7,ba BIH,MFFW,Malmö,23,1997,29,15,1575,17.5,7,3,7,0,0,5,0,0.4,0.17,0.57,0.4,0.57,Matches
Sebastian Nanasi\ce747d2a,se SWE,MFFW,Malmö,18,2002,13,6,590,6.6,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
Marokhy Ndione\227691ea,se SWE,MFFW,Elfsborg,21,1999,22,9,959,10.7,5,3,4,1,1,4,0,0.47,0.28,0.75,0.38,0.66,Matches
Nahom Netabay\fc5e209e,se SWE,MFFW,Sirius,26,1994,26,21,1646,18.3,3,2,2,1,1,6,0,0.16,0.11,0.27,0.11,0.22,Matches
Lasse Nielsen\06e5b0e4,dk DEN,DF,Malmö,33,1988,20,16,1484,16.5,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches
Joel Nilsson\6e5e4890,se SWE,MF,Mjällby,26,1994,30,27,2401,26.7,5,5,5,0,0,2,0,0.19,0.19,0.37,0.19,0.37,Matches
Malkolm Nilsson\5662e81f,se SWE,GK,Halmstad,27,1993,29,29,2610,29,0,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
Kristoffer Nordfeldt\78549904,se SWE,GK,AIK Stockholm,31,1989,14,14,1260,14,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Gustaf Norlin\f4b1ae84,se SWE,MF,Göteborg,24,1997,23,9,1000,11.1,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
Emin Nouri\b257f8b0,az AZE,DF,Kalmar,35,1985,7,1,95,1.1,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Patrick Nwadike\b2cbe3ad,se SWE,DF,Sirius,22,1998,11,10,813,9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jesper Nyholm\ea8cf8bb,ph PHI,DF,Djurgården,27,1993,10,4,368,4.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christoffer Nyman\f9e3ef15,se SWE,FW,Norrköping,28,1992,16,9,875,9.7,5,0,5,0,1,1,0,0.51,0,0.51,0.51,0.51,Matches
Ebenezer Ofori\a5d77c4e,gh GHA,MFDF,AIK Stockholm,25,1995,16,4,435,4.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Phil Ofosu-Ayeh\57467297,gh GHA,DF,Halmstad,29,1991,1,1,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sebastian Ohlsson\335278f4,se SWE,DF,Degerfors,28,1992,29,29,2540,28.2,0,3,0,0,0,5,0,0,0.11,0.11,0,0.11,Matches
Jeppe Okkels\c3b0f15f,dk DEN,FWMF,Elfsborg,21,1999,30,30,2078,23.1,8,1,8,0,0,1,0,0.35,0.04,0.39,0.35,0.39,Matches
Joseph Okumu\039f1983,ke KEN,DF,Elfsborg,23,1997,7,6,536,6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Elias Olsson\f539f7b7,se SWE,DF,Kalmar,17,2003,5,1,226,2.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Martin Olsson\2f72f79e,se SWE,DF,Häcken,32,1988,10,10,784,8.7,1,2,1,0,0,3,1,0.11,0.23,0.34,0.11,0.34,Matches
Martin Olsson\2f72f79e,se SWE,DFMF,Malmö,32,1988,13,10,863,9.6,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
Simon Olsson\0a4a1821,se SWE,MF,Elfsborg,23,1997,19,15,1404,15.6,2,3,2,0,0,1,0,0.13,0.19,0.32,0.13,0.32,Matches
Tim Olsson\8167c62f,se SWE,DF,Sirius,16,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jacob Ondrejka\752e09ed,se SWE,MF,Elfsborg,18,2002,28,6,802,8.9,3,1,3,0,0,0,0,0.34,0.11,0.45,0.34,0.45,Matches
Jacob Ortmark\e8f5c328,se SWE,MFFW,Sirius,23,1997,28,26,2298,25.5,4,2,4,0,0,8,0,0.16,0.08,0.23,0.16,0.23,Matches
Aziz Ouattara\d26727b4,ci CIV,MFDF,Hammarby,20,2001,24,17,1480,16.4,2,0,2,0,0,6,0,0.12,0,0.12,0.12,0.12,Matches
Kalpi Ouattara\e15637d9,ci CIV,DF,Östersund,22,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Eric Ouma\0c9b07a7,ke KEN,DF,AIK Stockholm,24,1996,29,29,2593,28.8,1,5,1,0,0,4,0,0.03,0.17,0.21,0.03,0.21,Matches
David Ousted\28269907,dk DEN,GK,Hammarby,35,1985,22,21,1907,21.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Malte Påhlsson\cacfa97f,se SWE,GK,Halmstad,21,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sotirios Papagiannopoulos\da617483,se SWE,DF,AIK Stockholm,30,1990,29,29,2594,28.8,2,0,2,0,0,5,0,0.07,0,0.07,0.07,0.07,Matches
Patrick\e0e410ae,br BRA,FW,Örebro,22,1998,6,0,137,1.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Paulinho\b5b8cc43,br BRA,FW,Hammarby,34,1986,11,2,310,3.4,1,0,1,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
Bjørn Paulsen\3f88e797,dk DEN,DF,Hammarby,29,1991,20,18,1632,18.1,2,1,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,Matches
Sergio Peña\eda8506a,pe PER,MF,Malmö,25,1995,9,7,582,6.5,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Nebiyou Perry\c8a92587,se SWE,FWMF,Östersund,21,1999,9,5,455,5.1,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
Joakim Persson\8092f486,se SWE,FW,Sirius,18,2002,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Noah Persson\8830d81d,se SWE,MF,Mjällby,17,2003,10,1,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adam Petersson\f94ed56a,se SWE,MF,Mjällby,20,2000,5,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ahmed Qasem\27219ecb,se SWE,MF,Elfsborg,17,2003,6,0,119,1.3,0,1,0,0,0,0,0,0,0.76,0.76,0,0.76,Matches
Haris Radetinac\76c24535,ba BIH,FWDF,Djurgården,35,1985,29,20,1885,20.9,3,4,3,0,0,1,0,0.14,0.19,0.33,0.14,0.33,Matches
Bojan Radulovic\cbeed9e6,rs SRB,FW,AIK Stockholm,21,1999,26,6,710,7.9,3,1,3,0,0,1,0,0.38,0.13,0.51,0.38,0.51,Matches
Hákon Rafn Valdimarsson\7e76b78b,is ISL,GK,Elfsborg,19,2001,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adhavan Rajamohan\8282fc56,se SWE,FW,Degerfors,27,1993,10,0,74,0.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Erdal Rakip\e150254d,mk MKD,MF,Malmö,24,1996,25,15,1539,17.1,2,2,2,0,0,6,0,0.12,0.12,0.23,0.12,0.23,Matches
Theodore Rask\d73d430b,se SWE,DF,Norrköping,20,2000,9,2,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lukas Rhöse\5c4da8de,se SWE,DF,Kalmar,20,2000,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Søren Rieks\572498c7,dk DEN,MF,Malmö,33,1987,18,14,1107,12.3,6,1,6,0,0,3,0,0.49,0.08,0.57,0.49,0.57,Matches
Erik Ring\9bc48002,se SWE,MF,AIK Stockholm,18,2002,17,10,818,9.1,0,3,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
Jonathan Ring\a9780d60,se SWE,FWMF,Kalmar,29,1991,28,26,2311,25.7,8,9,7,1,1,3,0,0.31,0.35,0.66,0.27,0.62,Matches
Sebastian Ring\cfe4071d,se SWE,DFMF,Kalmar,25,1995,28,28,2449,27.2,3,2,3,0,0,9,0,0.11,0.07,0.18,0.11,0.18,Matches
Jamie Roche\dbdbddb0,se SWE,DFMF,Sirius,19,2001,22,14,1309,14.5,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
Vladimir Rodi?\40c965a4,me MNE,MFDF,Hammarby,27,1993,21,12,1057,11.7,1,1,1,0,0,0,0,0.09,0.09,0.17,0.09,0.17,Matches
Filip Rogi?\57abcd1a,se SWE,MFDF,AIK Stockholm,27,1993,16,8,772,8.6,2,0,2,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
Romário\596e48ce,br BRA,MF,Kalmar,35,1985,29,29,2562,28.5,4,2,4,0,0,4,0,0.14,0.07,0.21,0.14,0.21,Matches
Tim Rönning\8e833ce2,se SWE,GK,Elfsborg,21,1999,25,25,2238,24.9,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Otto Rosengren\1c6f0559,,MF,Mjällby,,,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
André Rømer\fa6d26d9,dk DEN,MF,Elfsborg,27,1993,27,27,2346,26.1,1,3,0,1,1,9,0,0.04,0.12,0.15,0,0.12,Matches
Sean Sabetkar\bdc92001,se SWE,DF,Degerfors,25,1995,26,22,1961,21.8,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Filip Sachpekidis\08252569,se SWE,FWMF,Kalmar,23,1997,20,11,947,10.5,0,2,0,0,0,2,0,0,0.19,0.19,0,0.19,Matches
Mohammed Saeid\49649775,er ERI,FW,Sirius,30,1990,12,2,366,4.1,1,1,1,0,0,1,0,0.25,0.25,0.49,0.25,0.49,Matches
Abdelrahman Saidi\c456358e,se SWE,FWMF,Degerfors,21,1999,29,21,1872,20.8,4,4,4,0,0,4,0,0.19,0.19,0.38,0.19,0.38,Matches
Dino Salihovic\3be274de,se SWE,MF,Norrköping,18,2002,6,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Justin Salmon\7edc50a0,lr LBR,MF,Degerfors,22,1999,8,4,371,4.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
