Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Riku Riski\62122118,fi FIN,FWMF,HJK,31,1989,15.3,2,0,0,,,,,,,,,0,Matches
Roope Riski\72dacad9,fi FIN,FW,HJK,29,1991,20.3,4,0,0,,,,,,,,,0,Matches
Logan Rogerson\9538d1a4,nz NZL,FW,Haka,22,1998,8.3,0,0,0,,,,,,,,,0,Matches
Linus Rönnberg\2849a629,fi FIN,FW,Ilves,18,2003,0.5,0,0,0,,,,,,,,,0,Matches
Ruxi\bf0a02be,es ESP,DF,AC Oulu,25,1995,26,2,0,0,,,,,,,,,0,Matches
Niilo Saarikivi\3dfdc28f,fi FIN,FW,FC Honka,17,2003,5.5,0,0,0,,,,,,,,,0,Matches
Seth Saarinen\93a2f867,fi FIN,DF,Haka,19,2001,14.5,3,0,0,,,,,,,,,0,Matches
Fareed Sadat\c9aeaa03,af AFG,MF,AC Oulu,22,1998,2.8,0,0,0,,,,,,,,,0,Matches
Nikolas Saira\bec6e075,fi FIN,FW,AC Oulu,21,1999,8.3,3,0,0,,,,,,,,,0,Matches
Janne Saksela\8e0e6432,fi FIN,DF,HJK,27,1993,11.5,2,0,0,,,,,,,,,0,Matches
Dennis Salanovi?\7dab1242,li LIE,FWMF,AC Oulu,24,1996,10.6,1,0,0,,,,,,,,,0,Matches
Usman Sale\54ee44c7,ng NGA,FW,AC Oulu,25,1995,12.5,2,0,0,,,,,,,,,0,Matches
Usman Sale\54ee44c7,ng NGA,FW,KuPS,25,1995,1.8,0,0,0,,,,,,,,,0,Matches
Alejandro Sanz\e514ee96,es ESP,MF,Inter Turku,27,1993,19.2,4,0,0,,,,,,,,,0,Matches
Momodou Sarr\787dc5fe,fi FIN,FW,Ilves,20,2000,10,1,0,0,,,,,,,,,0,Matches
Demba Savage\d2e25ee1,gm GAM,FWMF,FC Honka,32,1988,8.4,0,0,0,,,,,,,,,0,Matches
Jordan Sebban\95a06de7,fr FRA,MF,KuPS,24,1997,14,2,0,0,,,,,,,,,0,Matches
Arlind Sejdiu\fb6974d8,xk KVX,MF,Lahti,19,2001,10.7,1,0,0,,,,,,,,,0,Matches
Robin Sid\b4154e4a,fi FIN,MF,SJK,26,1994,0.4,0,0,0,,,,,,,,,0,Matches
Tuure Siira\7215334d,fi FIN,MF,Ilves,26,1994,14.2,7,0,0,,,,,,,,,0,Matches
Mahamadou Sissoko\a6b5364c,fr FRA,DF,KTP,32,1988,21.6,7,0,0,,,,,,,,,0,Matches
Riku Sjöroos\dac00e1f,fi FIN,MF,IFK Mariehamn,25,1995,4.7,2,0,0,,,,,,,,,0,Matches
Darren Smith\2587e36f,za RSA,FW,FC Honka,24,1996,14.2,3,0,0,,,,,,,,,0,Matches
Tim Sparv\52fc493c,fi FIN,MF,HJK,33,1987,2.1,0,0,0,,,,,,,,,0,Matches
Jeremiah Streng\805939b5,fi FIN,MF,HIFK,19,2001,2.4,2,0,0,,,,,,,,,0,Matches
Mikko Sumusalo\de25754c,fi FIN,DF,IFK Mariehamn,30,1990,11.8,0,1,0,,,,,,,,,1,Matches
Joonas Sundman\b053ef67,fi FIN,DF,SJK,23,1998,0.1,0,0,0,,,,,,,,,0,Matches
Onni Suutari\daf363ba,,FW,AC Oulu,,,0.8,0,0,0,,,,,,,,,0,Matches
Calle Svensson\62155af6,se SWE,DF,IFK Mariehamn,33,1987,25.9,5,0,0,,,,,,,,,0,Matches
Luc Tabi Manga\710f2eee,cm CMR,DF,Ilves,26,1994,12,3,0,0,,,,,,,,,0,Matches
Maximus Tainio\5af2a4ce,fi FIN,DF,Haka,19,2001,18.2,5,1,0,,,,,,,,,0,Matches
Duarte Tammilehto\833e11d2,fi FIN,MF,FC Honka,30,1990,10.7,4,0,0,,,,,,,,,0,Matches
Eero Tamminen\3c989a93,fi FIN,MF,IFK Mariehamn,25,1995,9.7,1,0,0,,,,,,,,,0,Matches
Matias Tamminen\e076aa9d,fi FIN,FW,KTP,19,2001,4,2,0,0,,,,,,,,,0,Matches
Atomu Tanaka\031ebd52,jp JPN,MF,HJK,33,1987,9.1,1,0,0,,,,,,,,,0,Matches
Jakob Tånnander\c631ba63,se SWE,GK,HJK,20,2000,6,0,0,0,,,,,,,,,0,Matches
Aleksi Tarvonen\54d8b69a,fi FIN,FW,KTP,26,1994,8.6,0,0,0,,,,,,,,,0,Matches
Muhamed Tehe Olawale\493e48c9,ci CIV,FW,IFK Mariehamn,21,1999,22.9,6,0,0,,,,,,,,,0,Matches
Miro Tenho\2ca35213,fi FIN,DF,HJK,25,1995,23.8,4,0,0,,,,,,,,,0,Matches
Casper Terho\bd2f622a,fi FIN,MF,HJK,17,2003,6.8,1,0,0,,,,,,,,,0,Matches
Joona Tiainen\d7552077,fi FIN,GK,Lahti,20,2000,6,1,0,0,,,,,,,,,0,Matches
Ville Tikkanen\f3e3d488,fi FIN,MF,SJK,21,1999,23.2,5,0,0,,,,,,,,,1,Matches
Tiquinho\f3046aa6,br BRA,MF,HIFK,25,1995,0.4,0,0,0,,,,,,,,,0,Matches
Tiquinho\f3046aa6,br BRA,MF,KTP,25,1995,7.1,1,0,0,,,,,,,,,0,Matches
Henri Toivomäki\a8bf43e8,fi FIN,DF,KuPS,29,1991,18.5,2,0,0,,,,,,,,,0,Matches
Diogo Tomas\09f961b5,fi FIN,DF,KuPS,23,1997,23,5,0,0,,,,,,,,,0,Matches
Róger Torres\6248bd60,co COL,MF,Ilves,29,1991,5.3,3,0,0,,,,,,,,,0,Matches
Sakari Tukiainen\961c237e,fi FIN,FW,HIFK,29,1991,2.2,1,0,0,,,,,,,,,0,Matches
Aniekpeno Udoh\80c916ef,ng NGA,FW,KuPS,24,1996,11.6,1,0,0,,,,,,,,,0,Matches
Markus Uusitalo\1b8768b5,fi FIN,GK,HIFK,23,1997,13,0,0,0,,,,,,,,,0,Matches
Henry Uzochokwu\807c2c71,ng NGA,DF,KuPS,22,1999,12.8,2,0,0,,,,,,,,,0,Matches
Izunna Uzochukwu\883f81d7,ng NGA,MF,FC Honka,30,1990,7.5,2,0,0,,,,,,,,,0,Matches
Santeri Väänänen\63567ebc,fi FIN,MF,HJK,19,2002,6,0,0,0,,,,,,,,,0,Matches
Matias Vainionpää\96e12d9e,fi FIN,DF,SJK,19,2001,5.3,1,0,0,,,,,,,,,0,Matches
Cristian Valencia\4d8fef83,co COL,DF,SJK,29,1991,24.9,8,0,0,,,,,,,,,0,Matches
Filip Valen?i?\e5c0909b,si SVN,FW,HJK,29,1992,21.6,1,0,0,,,,,,,,,0,Matches
Tim Väyrynen\a2544081,fi FIN,FW,KuPS,27,1993,11.2,1,0,0,,,,,,,,,0,Matches
Eetu Vertainen\6627f2bc,fi FIN,MF,Ilves,21,1999,6.8,1,0,0,,,,,,,,,0,Matches
Joona Veteli\0205f98e,fi FIN,MF,Ilves,25,1995,27,2,0,0,,,,,,,,,0,Matches
Axel Vidjeskog\c0adcd6c,fi FIN,FW,KuPS,19,2001,7.6,0,0,0,,,,,,,,,0,Matches
Jean-Jaurès Vigori\c428cfdb,ci CIV,DF,Ilves,18,2002,12.1,1,0,0,,,,,,,,,0,Matches
Mikko Viitikko\b99c483c,fi FIN,DF,Lahti,25,1995,20,2,0,0,,,,,,,,,0,Matches
Eemeli Virta\6e074de7,fi FIN,MF,Lahti,20,2000,21.4,6,0,0,,,,,,,,,0,Matches
Otso Virtanen\d899ef92,fi FIN,GK,KuPS,26,1994,5,0,0,0,,,,,,,,,0,Matches
Jerry Voutilainen\e297ca78,fi FIN,MF,FC Honka,25,1995,9.1,2,1,0,,,,,,,,,0,Matches
Paavo Voutilainen\1530bed4,fi FIN,DF,KTP,21,1999,17.4,2,0,0,,,,,,,,,1,Matches
Aleksandar Vucenovic\096137af,at AUT,FW,Haka,23,1997,12.9,4,0,0,,,,,,,,,0,Matches
Calum Ward\6b68180b,eng ENG,GK,HIFK,20,2000,14,0,0,0,,,,,,,,,0,Matches
Ingo van Weert\042f5fb5,nl NED,DF,KTP,26,1994,2.3,0,0,0,,,,,,,,,0,Matches
Oscar Wiklöf\d94782e6,fi FIN,FW,IFK Mariehamn,18,2003,3.5,0,0,0,,,,,,,,,0,Matches
Brandon Wilson\6c83f68d,au AUS,MF,SJK,24,1997,5.2,3,0,0,,,,,,,,,0,Matches
Hannes Woivalin\04efa983,fi FIN,MF,FC Honka,18,2002,0.3,0,0,0,,,,,,,,,0,Matches
Rafa? Wolszty?ski\661c3068,pl POL,FW,SJK,26,1994,1.4,1,0,0,,,,,,,,,0,Matches
Moshtagh Yaghoubi\4339b991,fi FIN,MF,HIFK,26,1994,22.8,10,1,1,,,,,,,,,0,Matches
Ishmael Yartey\af4672e0,gh GHA,FWMF,Haka,31,1990,13.1,1,0,0,,,,,,,,,0,Matches
Kristian Yli-Hietanen\7ea91fdf,fi FIN,FW,Lahti,24,1996,4.6,3,0,0,,,,,,,,,0,Matches
Jasper Yrjas\115747a4,fi FIN,MF,Inter Turku,17,2003,1.8,1,0,0,,,,,,,,,0,Matches
Nasiru Zakaria Banahene\d35e6c55,gh GHA,DF,FC Honka,20,2000,10.5,0,0,0,,,,,,,,,0,Matches
Altin Zeqiri\314898fd,xk KVX,FW,Lahti,20,2000,12.8,5,2,1,,,,,,,,,0,Matches
