Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Viljar Vevatne\fc5656a1,no NOR,DF,Viking,26,1994,24.7,1,18,3,16.7,0.73,0.12,0.06,0.33,,0,0,Matches
Lars-Christopher Vilsvik\35a43937,no NOR,DF,Strømsgodset,32,1988,25.1,1,14,2,14.3,0.56,0.08,0.07,0.5,,0,0,Matches
Ibrahima Wadji\c844f6f9,sn SEN,FW,Haugesund,25,1995,10,8,36,18,50,3.6,1.8,0.22,0.44,,0,0,Matches
Leopold Wahlstedt\9b26a433,se SWE,GK,Odd,21,1999,13,0,0,0,,0,0,,,,0,0,Matches
Conrad Wallem\443a4bb2,no NOR,FWMF,Odd,20,2000,17.1,3,28,12,42.9,1.64,0.7,0.11,0.25,,0,0,Matches
Nikolas Walstad\7a877b93,no NOR,DFMF,Mjøndalen,23,1997,25.1,2,15,5,33.3,0.6,0.2,0.13,0.4,,0,0,Matches
Simen Wangberg\8e9d6ae8,no NOR,DF,Stabæk,29,1991,21.2,3,16,8,50,0.76,0.38,0.19,0.38,,0,0,Matches
Brice Wembangomo\c1851bfd,no NOR,DF,Sandefjord,24,1996,21.5,0,13,5,38.5,0.6,0.23,0,0,,0,0,Matches
Victor Wernersson\0b4921f3,se SWE,DFMF,Stabæk,25,1995,10.1,0,7,2,28.6,0.69,0.2,0,0,,0,0,Matches
Eirik Wichne\aed60196,no NOR,MF,Sarpsborg 08,23,1997,18.8,1,14,5,35.7,0.75,0.27,0.07,0.2,,0,0,Matches
Rasmus Wiedesheim\e23db68b,se SWE,FW,Rosenborg,21,1999,5.6,4,14,6,42.9,2.48,1.06,0.29,0.67,,0,0,Matches
Max Williamsen\a30f80de,no NOR,MFDF,Kristiansund,17,2003,2.8,0,0,0,,0,0,,,,0,0,Matches
Felix Winther\95857afb,dk DEN,MFFW,Tromsø,20,2000,4.4,0,5,2,40,1.13,0.45,0,0,,0,0,Matches
Magnus Wolff Eikrem\3a770838,no NOR,MF,Molde,30,1990,17.9,5,43,19,44.2,2.4,1.06,0.12,0.26,,0,0,Matches
Ruben Yttergård Jenssen\62e0b5c2,no NOR,MF,Tromsø,32,1988,29,0,24,6,25,0.83,0.21,0,0,,0,0,Matches
Kristoffer Zachariassen\47dbe004,no NOR,MFFW,Rosenborg,26,1994,12,8,29,13,44.8,2.42,1.08,0.28,0.62,,0,0,Matches
Rafik Zekhnini\1b62a7df,no NOR,MF,Molde,23,1998,5.9,0,12,0,0,2.03,0,0,,,0,0,Matches
Leonard Zuta\248be14f,mk MKD,DF,Vålerenga,28,1992,15.9,1,11,4,36.4,0.69,0.25,0.09,0.25,,0,0,Matches
Magnar Ødegaard\4fb49fb1,no NOR,DFMF,Sarpsborg 08,27,1993,23.9,0,9,1,11.1,0.38,0.04,0,0,,0,0,Matches
Arild Østbø\30263816,no NOR,GK,Viking,29,1991,13.8,0,0,0,,0,0,,,,0,0,Matches
Sivert Øverby\7edb0618,no NOR,DF,Mjøndalen,21,1999,2,0,0,0,,0,0,,,,0,0,Matches
Torgil Øwre Gjertsen\a8e53a43,no NOR,FWMF,Kristiansund,28,1992,21.2,6,37,20,54.1,1.75,0.94,0.16,0.3,,0,0,Matches
Casper Øyvann\12dfd92a,no NOR,DF,Tromsø,21,1999,9,0,2,0,0,0.22,0,0,,,0,0,Matches
Valdimar Þór Ingimundarson\608f77ea,is ISL,MFFW,Strømsgodset,21,1999,4.5,0,5,2,40,1.11,0.44,0,0,,0,0,Matches
