Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Besim Šerbe?i?\5384e3bf,ba BIH,DF,Rosenborg,22,1998,8,7,633,7,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
Japhet Sery\03e7a498,dk DEN,DF,Brann,20,2000,7,7,600,6.7,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
Herolind Shala\efe260a3,xk KVX,MF,Stabæk,28,1992,11,8,664,7.4,0,3,0,0,0,2,0,0,0.41,0.41,0,0.41,Matches
Björn Sigurðarson\bb79b58f,is ISL,FW,Molde,29,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Oskar Siira Sivertsen\d50829e9,no NOR,FW,Kristiansund,16,2004,5,0,50,0.6,1,0,1,0,0,1,0,1.8,0,1.8,1.8,1.8,Matches
Moonga Simba\651ebf75,se SWE,FW,Brann,20,2000,20,7,829,9.2,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches
Brinder Singh\fef999e9,no NOR,FW,Mjøndalen,18,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Harmeet Singh\aae023c4,no NOR,MF,Sandefjord,30,1990,22,21,1715,19.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sheriff Sinyan\47c1458c,gm GAM,DF,Molde,24,1996,24,23,2008,22.3,3,1,3,0,0,1,0,0.13,0.04,0.18,0.13,0.18,Matches
Erlend Sivertsen\4de8f23f,no NOR,DF,Kristiansund,30,1991,15,6,578,6.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Fredrik Sjølstad\ce22ca27,no NOR,MF,Molde,26,1994,6,0,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kasper Skaanes\b40f8e4a,no NOR,MFFW,Brann,25,1995,20,12,1231,13.7,1,2,1,0,0,2,0,0.07,0.15,0.22,0.07,0.22,Matches
Syver Skaar Eriksen\8ddfcf44,no NOR,DF,Mjøndalen,19,2001,15,11,1015,11.3,2,1,2,0,0,3,0,0.18,0.09,0.27,0.18,0.27,Matches
Brage Skaret\5a349949,no NOR,DF,Vålerenga,18,2002,8,5,502,5.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Olaus Skarsem\2c8c6968,no NOR,MFFW,Rosenborg,22,1998,16,8,692,7.7,1,3,1,0,0,1,0,0.13,0.39,0.52,0.13,0.52,Matches
Olaus Skarsem\2c8c6968,no NOR,MF,Kristiansund,22,1998,13,9,802,8.9,0,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
Knut-André Skjærstein\4b06552b,no NOR,GK,Lillestrøm,25,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Henrik Skogvold\8353e96a,no NOR,MF,Lillestrøm,16,2004,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sammy Skytte\e37b182d,dk DEN,MF,Stabæk,23,1997,15,13,1086,12.1,2,0,1,1,2,4,0,0.17,0,0.17,0.08,0.08,Matches
Ian Smeulers\732e0da3,nl NED,DF,Sandefjord,21,2000,12,12,972,10.8,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Eskil Smidesang Edh\e3372668,no NOR,MF,Lillestrøm,18,2002,24,14,1345,14.9,1,3,1,0,0,4,0,0.07,0.2,0.27,0.07,0.27,Matches
Joshua Smits\c91698ae,nl NED,GK,Bodø/Glimt,28,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Markus Solbakken\fe0f9f6a,no NOR,MF,Stabæk,20,2000,26,21,1753,19.5,1,0,1,0,0,1,0,0.05,0,0.05,0.05,0.05,Matches
Ola Solbakken\78f13530,no NOR,FW,Bodø/Glimt,22,1998,26,26,2219,24.7,6,4,5,1,1,2,0,0.24,0.16,0.41,0.2,0.37,Matches
Mats Solheim\6fcefbad,no NOR,DF,Stabæk,33,1987,11,7,671,7.5,0,1,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
Joachim Soltvedt\e1453b38,no NOR,MFFW,Sarpsborg 08,25,1995,16,6,616,6.8,0,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
Albin Sporrong\eac3ef06,se SWE,MF,Mjøndalen,21,1999,15,8,614,6.8,1,0,1,0,0,5,1,0.15,0,0.15,0.15,0.15,Matches
Erik Stavas Skistad\cb538f64,no NOR,MF,Mjøndalen,19,2001,12,5,600,6.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Halldor Stenevik\d1593f05,no NOR,MFFW,Strømsgodset,20,2000,29,28,2413,26.8,2,4,2,0,0,6,0,0.07,0.15,0.22,0.07,0.22,Matches
Herman Stengel\00608940,no NOR,MF,Strømsgodset,25,1995,29,29,2559,28.4,6,4,3,3,3,5,0,0.21,0.14,0.35,0.11,0.25,Matches
Gianni Stensness\b9549894,au AUS,DF,Viking,21,1999,14,13,1179,13.1,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
Benjamin Stokke\6bce4a7f,no NOR,FW,Mjøndalen,30,1990,28,19,1686,18.7,4,4,3,1,1,1,0,0.21,0.21,0.43,0.16,0.37,Matches
Frank Stople\33d86563,no NOR,GK,Haugesund,18,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jacob Storevik\84088e33,no NOR,GK,Sandefjord,24,1996,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Snorre Strand Nilsen\c38489c4,no NOR,DF,Kristiansund,24,1997,28,27,2388,26.5,6,2,6,0,0,4,0,0.23,0.08,0.3,0.23,0.3,Matches
Petter Strand\c26e60c2,no NOR,MFDF,Brann,26,1994,27,26,2305,25.6,1,3,1,0,1,2,0,0.04,0.12,0.16,0.04,0.16,Matches
Alexander Stølås\3a8a4db8,no NOR,DF,Haugesund,31,1989,24,11,1149,12.8,2,1,2,0,0,2,0,0.16,0.08,0.23,0.16,0.23,Matches
Sander Svendsen\da60fd2a,no NOR,FWMF,Odd,23,1997,28,27,2177,24.2,8,6,8,0,0,1,0,0.33,0.25,0.58,0.33,0.58,Matches
Tobias Svendsen\c2a35241,no NOR,FWMF,Lillestrøm,21,1999,21,8,766,8.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Morten Sætra\4399d444,no NOR,GK,Strømsgodset,23,1997,4,3,332,3.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexander Søderlund\e61d33f1,no NOR,FW,Haugesund,33,1987,15,6,624,6.9,4,0,4,0,0,2,0,0.58,0,0.58,0.58,0.58,Matches
André Sødlund\a0bdd879,no NOR,MFFW,Sandefjord,24,1996,14,4,496,5.5,0,0,0,0,1,1,0,0,0,0,0,0,Matches
Sondre Sørli\c2dadbf3,no NOR,FW,Bodø/Glimt,25,1995,11,11,825,9.2,3,4,3,0,0,1,0,0.33,0.44,0.76,0.33,0.76,Matches
Bent Sørmo\e19b566b,no NOR,DF,Kristiansund,24,1996,5,5,388,4.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Harald Tangen\550f5516,no NOR,MF,Viking,20,2001,27,22,1990,22.1,5,2,5,0,0,2,0,0.23,0.09,0.32,0.23,0.32,Matches
Robert Taylor\1fc0973f,fi FIN,FWMF,Brann,26,1994,27,27,2239,24.9,6,8,5,1,3,0,0,0.24,0.32,0.56,0.2,0.52,Matches
Duplexe Tchamba\75926036,cm CMR,DF,Strømsgodset,22,1998,3,2,189,2.1,1,0,1,0,0,0,0,0.48,0,0.48,0.48,0.48,Matches
Alexander Tettey\75566759,no NOR,MFDF,Rosenborg,34,1986,6,5,470,5.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Peter Therkildsen\36f9e534,dk DEN,MF,Haugesund,22,1998,30,29,2559,28.4,2,3,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,Matches
Odin Thiago Holm\0355010f,no NOR,MF,Vålerenga,18,2003,19,9,845,9.4,3,1,3,0,0,2,0,0.32,0.11,0.43,0.32,0.43,Matches
Joachim Thomassen\ebc06041,no NOR,MF,Sarpsborg 08,32,1988,27,27,2377,26.4,3,1,3,0,0,7,0,0.11,0.04,0.15,0.11,0.15,Matches
Nicolaj Thomsen\e2bf2abc,dk DEN,DF,Vålerenga,27,1993,12,1,248,2.8,1,0,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
Mathias Tjoland\e2d36b1b,no NOR,MF,Haugesund,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kristoffer Tokstad\00337474,no NOR,MFFW,Strømsgodset,29,1991,19,4,577,6.4,3,1,3,0,0,1,0,0.47,0.16,0.62,0.47,0.62,Matches
Jonatan Tollås\e8994bec,no NOR,DF,Vålerenga,30,1990,28,28,2475,27.5,3,1,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15,Matches
Kristian Torgersen\58265b65,no NOR,MF,Stabæk,17,2003,8,5,472,5.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fredrik Torsteinbø\49e9ac62,no NOR,MFFW,Viking,29,1991,10,10,859,9.5,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
Tomas Totland\8bb174fc,no NOR,MF,Tromsø,22,1998,27,27,2392,26.6,5,3,5,0,0,3,0,0.19,0.11,0.3,0.19,0.3,Matches
Sebastian Tounekti\584fee1f,tn TUN,FW,Bodø/Glimt,18,2002,5,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mai Traore\d5f32f5e,cg CGO,FW,Viking,21,1999,10,3,253,2.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Zlatko Tripi?\f6d4b6b2,no NOR,FWMF,Viking,28,1992,23,22,1813,20.1,7,4,6,1,1,4,0,0.35,0.2,0.55,0.3,0.5,Matches
Jon-Helge Tveita\b7705481,no NOR,MFDF,Brann,29,1992,7,2,240,2.7,1,0,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
Isaac Twum\760f3c1b,gh GHA,MF,Mjøndalen,,,24,17,1762,19.6,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
Henrik Udahl\bd5d1d10,no NOR,FW,Vålerenga,24,1997,25,11,1157,12.9,6,2,6,0,0,0,0,0.47,0.16,0.62,0.47,0.62,Matches
Eirik Ulland Andersen\5f06ae82,no NOR,MF,Molde,28,1992,23,16,1394,15.5,6,4,6,0,0,3,0,0.39,0.26,0.65,0.39,0.65,Matches
Joakim Våge Nilsen\14d4c059,no NOR,DFMF,Haugesund,29,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pavle Vagi?\8f906c5f,se SWE,DFMF,Rosenborg,21,2000,9,9,755,8.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Marc Vales\3ac2d87f,ad AND,DF,Sandefjord,30,1990,18,11,1085,12.1,1,0,1,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
Enric Vallès\1d9c1eca,es ESP,MF,Sandefjord,30,1990,8,4,364,4,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
Gustav Valsvik\482e9289,no NOR,DF,Strømsgodset,27,1993,29,29,2595,28.8,3,1,3,0,0,1,1,0.1,0.03,0.14,0.1,0.14,Matches
Stefano Vecchia\023a32ea,se SWE,FWMF,Rosenborg,26,1995,17,13,1251,13.9,11,1,10,1,1,0,0,0.79,0.07,0.86,0.72,0.79,Matches
Deyver Vega\29c0b088,cr CRC,FW,Sandefjord,28,1992,5,3,211,2.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kristoffer Velde\c5c1627c,no NOR,MFFW,Haugesund,21,1999,29,26,2393,26.6,7,7,6,1,1,4,0,0.26,0.26,0.53,0.23,0.49,Matches
Niklas Vesterlund\3829be9f,dk DEN,MFDF,Tromsø,21,1999,25,14,1368,15.2,2,1,2,0,0,2,0,0.13,0.07,0.2,0.13,0.2,Matches
Hugo Vetlesen\aa982b0f,no NOR,MFFW,Bodø/Glimt,20,2000,27,10,1170,13,5,6,5,0,0,2,0,0.38,0.46,0.85,0.38,0.85,Matches
Viljar Vevatne\fc5656a1,no NOR,DF,Viking,26,1994,29,25,2225,24.7,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
Lars-Christopher Vilsvik\35a43937,no NOR,DF,Strømsgodset,32,1988,26,26,2259,25.1,1,4,1,0,0,1,0,0.04,0.16,0.2,0.04,0.2,Matches
Ibrahima Wadji\c844f6f9,sn SEN,FW,Haugesund,25,1995,13,11,899,10,8,0,8,0,0,1,0,0.8,0,0.8,0.8,0.8,Matches
Leopold Wahlstedt\9b26a433,se SWE,GK,Odd,21,1999,13,13,1170,13,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Conrad Wallem\443a4bb2,no NOR,FWMF,Odd,20,2000,30,16,1540,17.1,3,1,3,0,0,3,0,0.18,0.06,0.23,0.18,0.23,Matches
Nikolas Walstad\7a877b93,no NOR,DFMF,Mjøndalen,23,1997,28,26,2257,25.1,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
Simen Wangberg\8e9d6ae8,no NOR,DF,Stabæk,29,1991,26,22,1904,21.2,3,0,3,0,0,4,0,0.14,0,0.14,0.14,0.14,Matches
Brice Wembangomo\c1851bfd,no NOR,DF,Sandefjord,24,1996,24,23,1937,21.5,0,2,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
Victor Wernersson\0b4921f3,se SWE,DFMF,Stabæk,25,1995,13,10,910,10.1,0,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches
Eirik Wichne\aed60196,no NOR,MF,Sarpsborg 08,23,1997,27,20,1691,18.8,1,5,1,0,0,2,0,0.05,0.27,0.32,0.05,0.32,Matches
Rasmus Wiedesheim\e23db68b,se SWE,FW,Rosenborg,21,1999,18,3,508,5.6,4,1,4,0,0,0,0,0.71,0.18,0.89,0.71,0.89,Matches
Max Williamsen\a30f80de,no NOR,MFDF,Kristiansund,17,2003,10,2,252,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Felix Winther\95857afb,dk DEN,MFFW,Tromsø,20,2000,9,5,397,4.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Magnus Wolff Eikrem\3a770838,no NOR,MF,Molde,30,1990,24,21,1613,17.9,5,8,5,0,0,2,0,0.28,0.45,0.73,0.28,0.73,Matches
Ruben Yttergård Jenssen\62e0b5c2,no NOR,MF,Tromsø,32,1988,29,29,2609,29,0,3,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
Kristoffer Zachariassen\47dbe004,no NOR,MFFW,Rosenborg,26,1994,12,12,1080,12,8,2,8,0,0,4,0,0.67,0.17,0.83,0.67,0.83,Matches
Rafik Zekhnini\1b62a7df,no NOR,MF,Molde,23,1998,12,5,533,5.9,0,2,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
Leonard Zuta\248be14f,mk MKD,DF,Vålerenga,28,1992,16,16,1435,15.9,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
Magnar Ødegaard\4fb49fb1,no NOR,DFMF,Sarpsborg 08,27,1993,27,25,2150,23.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Arild Østbø\30263816,no NOR,GK,Viking,29,1991,14,13,1241,13.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Sivert Øverby\7edb0618,no NOR,DF,Mjøndalen,21,1999,9,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Torgil Øwre Gjertsen\a8e53a43,no NOR,FWMF,Kristiansund,28,1992,29,22,1906,21.2,6,7,6,0,0,3,0,0.28,0.33,0.61,0.28,0.61,Matches
Casper Øyvann\12dfd92a,no NOR,DF,Tromsø,21,1999,18,10,806,9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Valdimar Þór Ingimundarson\608f77ea,is ISL,MFFW,Strømsgodset,21,1999,15,4,405,4.5,0,1,0,0,0,2,0,0,0.22,0.22,0,0.22,Matches
